Name,Control,State,Degree_Status,Size_Category,Highest_Degree,HBCU,Distance_Ed,Tuition,Admit_Rate,GradRate_4,GradRate6,GradRate6_men,GradRate6_women,GradRate_Pell,Percent_Aid,StudentFaculty_Ratio,Enrollment
University of Portland,2,OR,1,2,9,2,1,67676,81,74,81,77,83,75,100,11,4066
University of Providence,2,MT,1,1,7,2,1,41558,100,20,37,39,36,34,99,8,844
University of Puget Sound,2,WA,1,2,9,2,0,73134,88,67,74,70,77,63,100,9,2255
University of Redlands,2,CA,1,2,9,2,1,73732,83,59,69,64,73,64,99,11,4805
University of Rhode Island,1,RI,1,4,9,2,1,32696,76,53,69,65,73,61,97,17,16518
University of Richmond,2,VA,1,2,9,2,1,74590,29,84,89,87,91,83,68,8,3942
University of Rochester,2,NY,1,4,9,2,1,79456,41,76,86,83,89,83,78,10,12198
University of Saint Francis-Fort Wayne,2,IN,1,2,9,2,1,48090,99,51,56,47,61,49,99,11,2091
University of Saint Joseph,2,CT,1,2,9,2,1,58566,78,47,56,0,57,55,100,8,2058
University of Saint Mary,2,KS,1,2,9,2,1,44745,81,33,47,39,58,34,99,12,1167
University of San Diego,2,CA,1,3,9,2,1,73193,53,67,80,80,80,81,84,13,8399
University of San Francisco,2,CA,1,4,9,2,1,75232,71,68,76,72,77,81,92,13,9603
University of Science and Arts of Oklahoma,1,OK,1,1,5,2,1,19200,63,22,39,20,47,49,95,13,702
University of Scranton,2,PA,1,2,9,2,1,67724,80,76,79,74,82,71,99,12,4899
University of Silicon Valley,3,CA,1,1,7,2,1,43174,51,17,44,43,47,43,100,12,542
University of Sioux Falls,2,SD,1,2,9,2,1,32670,77,47,58,57,58,52,100,17,1511
University of South Alabama,1,AL,1,4,9,2,1,22968,71,28,47,39,53,42,96,17,13879
University of South Carolina Aiken,1,SC,1,2,7,2,1,23037,84,24,43,37,46,37,96,16,3259
University of South Carolina Beaufort,1,SC,1,2,7,2,1,24491,84,20,30,25,32,26,93,15,1861
University of South Carolina-Columbia,1,SC,1,5,9,2,1,29149,62,67,78,74,81,71,95,18,36581
University of South Carolina-Upstate,1,SC,1,3,7,2,1,26148,76,31,47,37,53,51,97,15,5161
University of South Dakota,1,SD,1,3,9,2,1,23857,87,43,60,53,65,45,95,14,7458
University of South Florida,1,FL,1,5,9,2,1,24178,49,59,75,70,78,72,99,22,44444
University of Southern California,2,CA,1,5,9,2,1,81659,13,79,92,91,93,89,76,9,41830
University of Southern Indiana,1,IN,1,3,9,2,1,22696,96,34,50,47,51,42,92,16,7646
University of Southern Maine,1,ME,1,3,9,2,1,23842,87,20,34,28,39,28,96,13,6532
University of Southern Mississippi,1,MS,1,4,9,2,1,25280,96,32,52,47,54,43,93,16,13082
University of St Francis,2,IL,1,2,9,2,1,49010,68,40,65,63,66,52,100,13,2922
University of St Thomas,2,MN,1,3,9,2,1,63650,76,69,78,76,80,71,97,14,9241
University of St Thomas,2,TX,1,2,9,2,1,46026,98,35,62,51,66,64,93,14,3250
University of the Cumberlands,2,KY,1,4,9,2,1,24884,85,37,48,43,54,52,100,20,16027
University of the Incarnate Word,2,TX,1,3,9,2,1,50812,94,38,58,53,61,52,99,13,6951
University of the Ozarks,2,AR,1,1,5,2,0,36350,55,41,49,51,47,40,100,15,867
University of the Pacific,2,CA,1,3,9,2,1,70526,79,44,66,58,72,67,99,13,7253
University of the Sciences,2,PA,1,2,9,2,1,49444,61,71,77,77,78,68,100,12,2326
University of Toledo,1,OH,1,4,9,2,1,29507,97,32,56,53,59,42,95,20,16308
University of Tulsa,2,OK,1,2,9,2,1,66265,75,58,73,70,79,64,99,11,3785
University of Utah,1,UT,1,5,9,2,1,24263,95,36,67,65,70,58,89,18,29860
University of Valley Forge,2,PA,1,1,7,2,1,41984,82,45,55,52,58,51,100,12,489
University of Vermont,1,VT,1,4,9,2,1,35654,64,70,77,72,81,72,96,17,12874
University of Virginia's College at Wise,1,VA,1,2,5,2,1,26765,83,31,39,36,42,30,89,11,1562
University of Virginia-Main Campus,1,VA,1,5,9,2,1,36314,21,89,94,92,95,90,63,15,26144
University of Washington-Bothell Campus,1,WA,1,3,7,2,1,30877,83,46,66,66,66,62,61,22,6086
University of Washington-Seattle Campus,1,WA,1,5,9,2,1,30640,53,71,84,81,87,80,54,21,50913
University of Washington-Tacoma Campus,1,WA,1,3,9,2,1,29650,83,45,58,58,58,55,87,16,5197
University of West Alabama,1,AL,1,3,9,2,1,23305,74,26,37,30,45,35,94,14,4928
University of West Georgia,1,GA,1,4,9,2,1,26703,70,22,42,34,47,40,94,19,11354
University of Wisconsin-Eau Claire,1,WI,1,4,9,2,1,21212,77,45,68,64,71,58,80,20,9958
University of Wisconsin-Green Bay,1,WI,1,3,9,2,1,19889,91,38,55,50,57,50,80,23,6469
University of Wisconsin-La Crosse,1,WI,1,4,9,2,1,18113,74,46,73,70,75,66,77,19,10109
University of Wisconsin-Madison,1,WI,1,5,9,2,1,27418,60,69,89,87,91,85,64,17,41819
University of Wisconsin-Milwaukee,1,WI,1,5,9,2,1,24614,89,23,47,45,49,42,91,18,21195
University of Wisconsin-Oshkosh,1,WI,1,4,9,2,1,20191,90,27,55,48,60,48,73,21,9906
University of Wisconsin-Parkside,1,WI,1,2,7,2,1,19873,75,18,42,42,41,41,75,17,3675
University of Wisconsin-Platteville,1,WI,1,3,7,2,1,20774,88,28,59,58,62,50,91,20,6523
University of Wisconsin-River Falls,1,WI,1,3,7,2,1,18896,86,38,57,52,59,51,91,19,5326
University of Wisconsin-Stevens Point,1,WI,1,3,9,2,1,19313,90,34,55,51,59,49,85,20,7224
University of Wisconsin-Stout,1,WI,1,3,9,2,1,20773,91,29,56,52,61,48,85,19,6646
University of Wisconsin-Superior,1,WI,1,2,7,2,1,19740,76,26,43,38,47,36,88,16,2072
University of Wisconsin-Whitewater,1,WI,1,4,9,2,1,19220,83,39,63,59,68,57,77,20,10572
University of Wyoming,1,WY,1,4,9,2,1,21805,97,37,60,53,67,47,97,14,10060
Upper Iowa University,2,IA,1,2,8,2,1,48058,65,28,38,33,44,33,100,12,3927
Ursinus College,2,PA,1,2,5,2,0,73982,83,67,72,67,78,72,100,10,1497
Ursuline College,2,OH,1,2,9,2,1,49900,82,32,49,50,49,41,100,7,910
Utah State University,1,UT,1,5,9,2,1,21944,93,29,55,55,55,48,89,21,22731
Utica University,2,NY,1,2,9,2,1,39443,89,44,60,51,68,55,98,11,4388
Valdosta State University,1,GA,1,4,9,2,1,21795,76,21,41,32,48,39,93,19,10332
Valley City State University,1,ND,1,2,7,2,1,20016,81,35,53,49,57,44,99,13,1249
Valparaiso University,2,IN,1,2,9,2,1,60488,93,65,74,69,79,66,100,11,3242
Vanderbilt University,2,TN,1,4,9,2,1,79538,7,89,93,93,94,90,70,8,12550
Vanguard University of Southern California,2,CA,1,2,8,2,1,51770,69,56,61,60,62,60,100,17,1910
Vassar College,2,NY,1,2,7,2,0,80830,20,87,93,92,93,93,67,8,2429
Vermont Technical College,1,VT,1,2,7,2,1,31376,56,26,35,39,19,58,96,8,1117
Villanova University,2,PA,1,4,9,2,1,77806,25,88,91,89,93,88,58,11,10748
Virginia Commonwealth University,1,VA,1,5,9,2,1,34108,93,48,68,61,72,63,85,18,26743
Virginia Military Institute,1,VA,1,2,5,2,0,33182,64,64,74,73,78,75,96,10,1864
Virginia Polytechnic Institute and State University,1,VA,1,5,9,2,1,28634,56,68,87,84,90,82,72,14,37974
Virginia State University,1,VA,1,2,9,1,1,23673,96,31,48,41,53,44,92,13,3899
Virginia Union University,2,VA,1,2,9,1,1,29888,94,30,42,37,45,38,94,25,1459
Virginia Wesleyan University,2,VA,1,2,7,2,1,51774,86,44,47,41,50,47,99,12,1442
Visible Music College,2,TN,1,1,7,2,1,37456,37,7,14,22,0,11,89,6,384
Viterbo University,2,WI,1,2,9,2,1,43285,77,48,65,56,68,55,100,11,2066
Wagner College,2,NY,1,2,9,2,0,68676,82,63,70,57,77,59,100,14,2246
Wake Forest University,2,NC,1,3,9,2,1,79886,25,86,90,86,94,91,41,10,9088
Waldorf University,3,IA,1,2,7,2,1,36380,72,5,5,5,3,20,97,24,2071
Walsh University,2,OH,1,2,9,2,1,47406,80,46,69,61,73,67,98,14,2463
Warner Pacific University,2,OR,1,1,7,2,1,32178,76,26,34,15,43,32,100,6,385
Warner University,2,FL,1,1,7,2,1,40744,53,25,31,25,44,34,100,13,847
Warren Wilson College,2,NC,1,1,7,2,1,54080,77,29,39,39,39,31,100,9,732
Wartburg College,2,IA,1,2,7,2,1,59890,83,66,70,68,71,57,96,14,1565
Washington & Jefferson College,2,PA,1,2,7,2,0,65164,84,71,76,75,77,73,100,9,1239
Washington Adventist University,2,MD,1,1,7,2,1,37498,62,19,40,30,55,53,95,7,775
Washington and Lee University,2,VA,1,2,9,2,1,80300,19,91,94,93,94,93,63,8,2082
Washington College,2,MD,1,2,5,2,0,67694,70,74,75,66,82,78,99,9,1163
Washington State University,1,WA,1,5,9,2,1,28767,86,37,60,55,64,50,90,15,29423
Washington University in St Louis,2,MO,1,4,9,2,1,81620,13,87,93,91,95,93,53,7,16057
Wayland Baptist University,2,TX,1,2,9,2,1,35670,81,14,25,17,39,24,97,9,2944
Wayne State University,1,MI,1,5,9,2,1,30495,63,29,56,53,58,47,99,14,25816
Waynesburg University,2,PA,1,2,9,2,1,41360,75,58,67,65,68,54,100,11,1523
Webb Institute,2,NY,1,1,5,2,0,76035,20,73,77,74,86,100,100,9,102
Webber International University,2,FL,1,1,7,2,1,47050,46,20,20,19,25,21,98,24,753
Webster University,2,MO,1,3,9,2,1,46632,59,45,57,49,63,48,99,11,5837
Wells College,2,NY,1,1,5,2,0,49100,68,53,55,53,56,54,100,9,353
Wentworth Institute of Technology,2,MA,1,2,7,2,1,58320,90,57,72,69,82,65,100,16,5460
Wesleyan University,2,CT,1,2,9,2,1,82245,19,86,91,88,94,93,47,8,3428
West Chester University of Pennsylvania,1,PA,1,4,9,2,1,28419,89,53,73,67,76,65,100,20,16644
West Liberty University,1,WV,1,2,7,2,1,24104,74,41,42,64,28,58,97,11,2287
West Texas A & M University,1,TX,1,3,9,2,1,24206,97,29,46,38,52,40,95,17,7830
West Virginia State University,1,WV,1,2,7,1,1,25090,97,18,30,26,34,29,89,12,2186
West Virginia University,1,WV,1,5,9,2,1,24124,90,44,63,59,67,53,95,18,28966
West Virginia University Institute of Technology,1,WV,1,2,5,2,1,22876,66,18,28,27,30,25,95,12,1379
West Virginia Wesleyan College,2,WV,1,2,9,2,1,47731,84,43,54,47,60,44,100,12,1010
Western Carolina University,1,NC,1,4,9,2,1,19018,79,43,61,58,64,57,86,15,10913
Western Colorado University,1,CO,1,2,7,2,1,25102,91,29,48,45,52,41,92,18,2302
Western Connecticut State University,1,CT,1,2,9,2,1,29207,85,30,53,47,59,51,80,11,4382
Western Illinois University,1,IL,1,3,9,2,1,27400,72,32,51,51,51,43,95,13,6424
Western Kentucky University,1,KY,1,4,9,2,1,24815,98,40,57,52,61,38,99,18,14595
Western Michigan University,1,MI,1,4,9,2,1,27947,83,28,56,53,60,44,97,16,16996
Western New England University,2,MA,1,2,9,2,1,57870,90,54,63,61,67,53,98,13,3515
Western Oregon University,1,OR,1,2,7,2,1,24732,92,27,48,41,52,46,98,12,3826
Western Washington University,1,WA,1,4,9,2,1,26634,96,43,68,65,70,60,86,17,13629
Westfield State University,1,MA,1,3,8,2,1,26978,94,46,61,55,65,58,90,21,4783
Westminster College,2,UT,1,2,9,2,1,54775,76,52,63,59,67,57,100,8,1683
Westminster College,2,PA,1,2,7,2,1,52150,82,67,73,64,80,66,100,12,1268
Westminster College,2,MO,1,1,5,2,1,48982,97,46,52,48,57,36,99,11,617
Westmont College,2,CA,1,2,5,2,0,67030,79,69,73,70,76,61,99,10,1321
Wheaton College,2,IL,1,2,9,2,1,54700,86,82,88,83,92,83,94,11,2805
Wheaton College (Massachusetts),2,MA,1,2,5,2,1,74850,82,65,73,70,75,72,100,12,1847
Wheeling University,2,WV,1,1,9,2,1,44010,78,18,57,56,58,75,100,12,752
Whitman College,2,WA,1,2,5,2,0,71982,59,78,89,85,91,90,93,9,1382
Whittier College,2,CA,1,2,7,2,1,66486,82,60,64,54,70,63,98,11,1534
Whitworth University,2,WA,1,2,8,2,1,64639,91,64,75,72,77,65,99,11,2756
Wichita State University,1,KS,1,4,9,2,1,26060,91,25,48,41,53,40,89,19,11599
Widener University,2,PA,1,3,9,2,1,67628,85,55,68,66,70,56,100,12,5674
Wilberforce University,2,OH,1,1,7,1,1,23450,39,7,18,15,21,19,95,19,441
Wilkes University,2,PA,1,3,9,2,1,60405,95,50,61,62,60,54,96,13,3846
Willamette University,2,OR,1,2,9,2,0,60106,80,66,72,70,73,70,100,12,1860
William & Mary,1,VA,1,3,9,2,1,40624,37,86,91,89,93,90,58,12,8709
William Carey University,2,MS,1,3,9,2,1,29317,57,38,60,51,66,48,100,13,4635
William Jessup University,2,CA,1,2,7,2,1,53472,78,49,60,43,70,48,93,13,1901
William Jewell College,2,MO,1,1,7,2,1,33838,47,61,65,60,71,58,99,10,799
William Paterson University of New Jersey,1,NJ,1,3,9,2,1,31081,83,33,55,49,61,50,86,14,8189
William Peace University,2,NC,1,1,5,2,1,49184,52,34,42,46,39,37,99,11,790
William Penn University,2,IA,1,2,7,2,1,40600,58,22,32,23,59,25,100,17,1287
William Woods University,2,MO,1,2,9,2,1,45002,68,49,55,55,55,53,99,10,1496
Williams Baptist University,2,AR,1,1,7,2,1,31390,64,26,32,34,29,25,100,17,545
Williams College,2,MA,1,2,7,2,0,78060,9,85,94,92,96,92,60,6,2115
Wilmington College,2,OH,1,2,7,2,1,43270,87,49,53,49,57,41,100,13,1198
Wilson College,2,PA,1,2,7,2,1,40844,93,32,53,39,57,59,99,13,1255
Wingate University,2,NC,1,2,9,2,1,55780,85,53,61,54,65,51,98,15,3656
Winona State University,1,MN,1,3,9,2,1,22994,77,44,62,59,64,56,94,16,6546
Winston-Salem State University,1,NC,1,3,9,1,1,22603,81,28,46,37,49,44,98,16,4980
Winthrop University,1,SC,1,3,8,2,1,30506,64,46,58,53,61,53,99,12,5106
Wisconsin Lutheran College,2,WI,1,2,7,2,1,47040,98,50,61,57,65,55,100,12,1058
Wittenberg University,2,OH,1,2,7,2,1,56534,92,57,64,59,69,54,100,11,1547
Wofford College,2,SC,1,2,5,2,0,67638,52,75,80,74,86,81,98,11,1793
Woodbury University,2,CA,1,2,7,2,1,61418,63,32,59,61,58,55,100,8,964
Worcester Polytechnic Institute,2,MA,1,3,9,2,1,74271,60,81,87,86,89,78,99,14,6505
Worcester State University,1,MA,1,3,8,2,1,26222,89,47,61,52,67,59,96,14,4946
Wright State University-Lake Campus,1,OH,1,2,5,2,1,22838,98,25,33,30,35,35,85,13,1127
Wright State University-Main Campus,1,OH,1,4,9,2,1,26960,96,27,44,43,45,31,93,14,9069
Xavier University,2,OH,1,3,9,2,1,60540,84,68,75,70,79,58,100,11,6894
Xavier University of Louisiana,2,LA,1,2,9,1,1,40190,95,37,48,40,51,43,98,13,3381
Yale University,2,CT,1,4,9,2,1,82170,5,88,97,97,97,93,66,6,14811
Yeshiva University,2,NY,1,3,9,2,1,67150,63,71,80,74,87,75,90,7,5679
York College,2,NE,1,1,7,2,1,31500,62,26,34,31,42,28,99,11,582
York College of Pennsylvania,2,PA,1,2,9,2,1,37600,78,50,65,64,67,56,100,14,3923
Young Harris College,2,GA,1,2,7,2,1,45467,75,36,40,37,43,4,100,11,1061
Youngstown State University,1,OH,1,4,9,2,1,24312,78,24,47,44,50,36,98,17,10223
