Day,Language,Number_of_Foods,SaltUse,Energy (kcal),Protein (gm),Carbs (gm),Sugar (gm),Fiber (gm),Fat (gm),Cholesterol,Calcium (mg),Caffeine (mg),Alcohol (gm),Food_Comparison,Water (gm)
7,1,11,2,3208,96.65,358.19,110.83,17.1,154.86,324,949,0,0,2,525
7,1,13,2,1019,49.58,103.5,41.85,9.1,45.46,285,201,0,0,2,225
1,1,6,2,701,24.23,58.93,39.29,1.3,41.65,449,181,149,0,2,0
4,1,23,2,1135,49.24,124.78,41.6,8,44.64,112,495,96,8.4,1,90
5,1,14,2,1714,76.86,168.52,110.02,3.6,81.04,677,939,58,0,2,507
5,1,10,2,1751,61.45,190.98,42.98,10.9,83.47,227,996,69,0,2,7680
2,1,19,2,2389,130.26,160.95,80.1,12.8,139.5,462,903,161,0,2,750
6,1,28,2,3656,151.38,373.46,207.13,22,164.79,935,1194,528,19.1,2,240
6,1,4,2,1421,45.28,210.62,108.44,7,44.35,89,715,0,0,2,0
1,1,8,2,1670,20.67,175.64,98.77,17.6,103.25,164,487,0,0,2,0
4,1,12,1,2242,80.22,234.18,120.27,6.1,110.11,660,1324,126,0,2,345
1,1,18,2,956,58.02,125,52.54,14.1,26.76,620,636,346,0,2,720
1,1,19,1,2310,81.47,256.5,101.28,12.6,96.19,614,1524,126,15.8,2,0
5,1,13,2,840,11.56,116.46,69.82,4,37.54,29,313,101,0,3,210
6,1,15,2,2284,62.6,287.79,120.14,14,98.57,173,669,8,0,2,0
3,1,21,2,1018,40.42,128.14,78.69,6.4,40.05,117,1175,0,0,2,0
1,2,12,1,1245,48.05,138.03,48.66,10.9,54.57,97,1008,3,4.7,2,630
2,1,22,2,1167,39.79,146.89,93.1,8.9,48.16,61,490,2,0,2,240
3,1,16,2,1974,67.86,202.84,98.93,13.7,98.7,280,1491,1,0,2,480
3,1,18,1,1053,17.29,143.14,78.12,6.8,47.2,58,514,73,0,2,450
1,1,12,2,4684,125.98,554.42,331.21,24.8,223.68,609,2574,75,0,3,630
3,1,27,1,1418,53.23,158.06,83.51,15.6,65.51,142,665,85,0,2,1050
6,1,17,2,1424,45.55,213.11,95.51,20.5,43.76,96,820,48,0,1,960
6,1,8,2,1333,51.58,165.4,47.77,10.8,52.73,63,814,0,0,2,0
3,1,11,2,2091,90.61,128.89,24.85,7.4,134.75,262,1438,0,0,3,4065
1,1,6,2,1429,52.61,162.62,67.87,7.4,64.29,175,566,10,0,1,0
6,1,20,1,1902,54.75,254.12,86.9,10.9,76.84,380,755,2,0,2,799.99
5,1,6,1,548,27.99,33.27,0.44,1.8,33.91,313,252,0,0,2,1440
2,1,13,2,2423,76.73,331.95,208.08,13.3,89.11,368,356,13,0,1,120
1,1,19,2,1902,103.19,203.08,71,31.1,68.36,165,500,1,19.1,2,600
7,1,14,1,2174,71.7,172.19,84.13,7.8,107.11,457,439,193,34.6,2,660
5,1,22,2,1428,37.86,103.37,62.7,6.9,84.12,175,1010,126,18.5,2,1641
4,1,20,2,2545,76.88,279.93,65.86,18.8,124.93,273,234,15,0,2,705
4,1,12,2,1584,64.79,260.14,97.91,17.2,30.65,164,397,33,0,2,1014
6,1,6,2,1440,63.47,124.31,74.78,2.6,76.89,218,732,40,0,2,0
2,1,3,2,387,9.04,71.18,38.54,2.8,7.43,13,148,0,0,3,0
4,1,25,2,1049,48.54,132.93,78.96,22,40.85,92,344,180,0,2,690
2,1,20,2,908,41.55,104.94,45.9,23.7,43.2,64,534,72,0,2,2160
3,1,11,2,847,19.54,116.84,68.97,11.3,37.35,50,471,34,0,2,1440
1,1,11,1,1673,69.96,234.63,108.71,12.2,54.16,169,833,0,0,2,960
3,1,6,2,1490,17.05,276.39,187.54,5.4,39.02,0,145,480,0,2,507
1,1,14,2,1811,44.06,211.14,98.65,10.9,90.72,183,621,31,0,2,240
3,1,13,2,1836,73.03,130.58,59.34,22.3,123.35,627,325,144,0,3,1560
1,1,16,2,1391,40.53,185.07,84.93,10.3,55.63,146,436,294,0,3,1920
3,1,10,2,1690,53.69,168.56,53.89,7.7,90.74,157,1040,174,0,3,1920
3,1,15,1,2187,76.53,262.67,86.81,19.1,92.83,146,247,141,0,3,480
1,1,21,1,1628,121.39,98.34,21.54,18.2,85.8,618,365,144,0,2,1440
4,1,4,2,1686,16.82,335.78,212.9,4.1,30.84,61,109,0,0,2,0
5,1,20,2,1752,57.15,255.14,127.74,16.7,48.34,16,767,156,12.4,2,1440
1,1,12,2,903,34.08,121.58,48.97,8.9,32.85,79,393,2,0,2,1440
4,1,14,2,4183,99.75,520.22,250.95,35.5,154.52,378,1598,46,56.2,2,1200
4,1,8,2,1683,51.27,192.42,96.01,13.8,84.69,185,935,17,0,2,1920
4,1,8,1,959,26.85,137.3,52.78,15.6,36.16,91,140,96,0,2,480
2,1,23,2,2701,66,355.96,204.89,18.3,119.7,535,1024,69,0,2,810
6,1,17,2,1215,60.97,151.24,80.16,14.8,40.91,101,1525,0,0,2,195
4,1,17,2,1732,73.49,193.61,83.35,14.9,75.18,558,1457,0,0,2,1440
2,1,13,2,1943,64.59,248.34,135.69,12.2,79.61,222,867,136,0,1,2067
4,1,12,1,1508,37.17,252.56,157.27,5.8,40.69,91,1093,38,0,2,600
3,1,27,2,1801,67.68,260.1,123.31,12,56.34,99,942,293,0,1,495
4,1,13,2,798,29.34,113.23,56.29,8.5,26.5,74,807,2,0,2,240
3,1,21,2,2908,61.07,375.55,186.18,16.7,134.2,167,1061,104,0,2,3549
5,1,10,2,818,34.61,99.34,34.27,3.1,30.92,137,233,14,0,2,1200
6,1,7,2,1231,37,153.75,40.25,5.6,52.11,84,914,0,0,2,1560
3,1,9,2,2175,41.34,350.39,274.05,4.9,75.82,504,295,274,0,2,0
1,1,8,2,1820,118.94,116.31,48.25,8,98.18,1449,1048,0,0,2,600
1,1,8,2,2262,96.14,286.28,129.15,12.2,82.78,287,690,66,0,2,2265
4,1,13,2,2362,64.82,322.48,159.99,13.5,91.88,315,556,0,0,2,0
5,1,8,2,312,13.9,54.33,17.62,5.6,5.45,30,70,11,0,2,120
1,1,15,1,1899,105.95,141.78,47.47,8.1,99.5,657,774,26,0,2,747
3,1,7,2,1174,72.25,38.55,18.27,5.1,82.97,743,329,3,0,2,480
5,1,8,2,1599,33.26,283.01,117.43,13.9,39.67,66,289,6,0,2,0
7,1,6,2,399,24.65,42.82,5.1,1.2,14.33,59,110,96,0,2,540
2,1,15,2,2193,88.6,245.07,87.36,27,97.54,227,1334,96,0,2,1440
1,1,34,2,1525,54.92,198.78,77.88,25.7,62.46,428,629,70,0,2,2175
5,1,9,2,2583,78.11,374.91,130.13,21.7,91.4,193,710,137,0,2,507
3,1,16,2,1615,56.39,164.01,76.73,6.3,81.11,534,514,0,0,2,1080
3,1,19,2,1936,78.58,254.71,137.16,9.9,71.36,155,1318,4,0,2,480
2,2,20,1,1556,81.04,201.46,116.95,9.5,48.4,175,1412,96,0,2,1521
5,1,17,2,2199,90.86,229.84,80.4,14.7,102.55,399,2018,4,0,3,120
3,2,17,2,2636,113.03,237.05,91.63,20.5,137.57,473,663,122,0,2,1521
5,1,18,1,2974,87.07,370.36,225.83,16.3,133.01,676,545,7,0,2,240
1,1,13,2,1691,47.19,192.59,103.01,6.2,81.49,230,756,127,0,3,1200
5,1,9,2,923,23.77,85.55,29.47,4.3,55.53,59,545,194,0,3,2028
3,1,3,2,1115,45.37,138.64,43.71,7.5,41.93,95,1102,0,0,2,0
3,1,26,2,3661,129.27,468.96,194.36,39.6,151.8,313,1667,1,0,3,919.99
6,1,26,2,2321,137.66,94.6,47.63,17.1,153.01,796,710,120,8,2,1380
1,1,14,2,1612,53.01,218.09,107.03,6.2,58.71,158,1419,0,0,2,180
1,1,14,2,2033,79.93,241.99,111.07,8.7,85.52,545,1136,62,0,2,0
2,1,15,2,1107,46.68,121.54,47.35,8,49.67,114,646,0,0,2,720
3,1,14,2,1974,58.79,287.13,163.5,21.5,68.66,193,949,190,0,2,1737
2,1,9,2,876,29.4,172.54,50.75,18.5,10.72,16,350,0,0,2,720
6,1,11,2,1483,59.35,134.62,71.5,3.1,78.92,212,641,2,0,3,0
3,1,28,1,3553,132.79,360.68,149.9,67.9,198.71,9,1372,556,1.1,2,720
4,1,7,2,688,21.36,96.55,31.06,9,26.78,329,120,0,0,2,435
3,1,20,2,1130,49.08,149.09,98.84,5,38.71,115,1184,1,0,2,240
5,1,4,2,849,13,158.5,140.02,4.3,20.53,29,470,112,0,3,600
6,1,7,2,2035,104.98,159.69,10.4,8.8,108.02,295,563,2346,0,2,0
4,1,10,2,2332,101,207.57,40.79,24.9,122.56,618,1686,0,0,2,480
2,1,5,2,1422,100.23,154.19,41.37,5.2,42.58,290,565,33,0,2,1800
1,1,20,2,3340,115.66,408.65,191.36,22.1,127.93,296,1668,141,22.3,2,1014
4,1,10,2,3698,121.3,583.24,228.06,43.6,110.31,208,2106,3,0,3,2400
6,1,11,2,1888,56.28,249.87,104.82,16.5,77.73,122,913,5,0,2,360
6,1,14,1,2572,79.19,346.6,190.76,24.6,72.23,216,759,203,37.2,1,0
6,1,7,2,2530,126.55,214.4,66.57,16.8,128.68,325,782,10,0,2,0
6,1,26,2,3244,99.53,319.98,133.3,15.7,143.3,300,787,226,40.7,1,320
6,1,23,2,2352,86.9,261.04,73.23,28,98.06,191,1362,187,14,2,1521.68
2,1,16,2,2960,85.83,418.57,230.52,30.2,110.02,331,1232,163,0,2,120
4,1,7,2,663,55.12,25.75,8.72,2.9,37.71,175,1077,0,0,3,480
7,1,15,2,1450,20.54,272.38,200.21,7,32.94,73,420,39,0,1,0
1,1,15,1,1920,79.69,275.82,159.61,24.6,54.59,314,525,27,1.1,2,1440
4,1,9,2,1178,36.3,187.55,104.93,12.7,33.57,101,209,9,0,2,0
1,1,17,2,1305,57.12,133.48,47.37,8.8,59.33,538,1106,0,0,2,450
7,1,9,2,2822,90.95,346.24,105.25,20.7,119.15,552,2270,0,0,2,0
7,1,14,1,3367,121.26,303.38,141.1,17.1,186.47,891,1710,400,0,3,300
7,1,18,2,1832,48.75,247.18,120.23,18.6,74.89,115,670,82,0,2,2010
3,1,4,2,561,19.55,72.73,9.56,5.3,21.01,25,329,0,0,2,105
5,3,12,1,1641,39.45,243.56,73.09,23.2,60.11,66,259,9,0,1,360
4,1,14,2,1134,29.81,196.36,72.12,24.3,27.76,2,370,103,0,2,1014.45
6,1,12,2,1437,48.73,214.87,124.16,10.3,41.33,127,428,83,0,2,1014
4,1,15,2,1787,86.72,221.31,90.81,6.7,61.39,463,354,270,0,2,525
3,1,19,2,1845,56.46,252.83,147.76,14.9,69.3,209,698,10,0,2,90
4,1,15,2,2140,50.82,242.91,100.86,23.9,66.92,148,178,49,59.5,2,960
2,1,17,2,691,72.99,25.18,10.08,5.9,32.08,231,329,456,0,2,3600
4,1,8,2,2854,100.33,417.87,253.22,13.2,88.82,199,1989,96,0,2,0
3,1,8,2,1119,41.14,148.04,63.75,9.2,40.1,63,850,0,0,3,945
5,1,11,2,1689,65.57,188.31,58.04,9.4,75.18,187,1133,20,0,2,1014
1,1,29,2,1389,46.5,189.52,55.6,15.5,50.31,57,628,16,0,2,1440
2,1,12,1,778,22.33,121.61,64.09,7.6,25.65,59,750,1,0,2,1440
6,1,11,2,1081,60,84.96,11.31,7.8,55.46,222,514,95,0,2,1935
2,1,14,2,2677,58.9,332.06,68.06,21.7,124.07,110,492,0,0,2,3660
6,2,17,1,2142,83.32,249.45,92.42,37.6,96.27,595,660,96,0,1,1200
2,1,9,2,1763,57,178.98,82.66,12.1,82.97,121,947,269,14,3,0
7,1,13,2,1899,68.16,234.18,138.57,8,79.74,856,1046,151,0,3,1980
4,1,11,1,3260,101.33,377.91,222.43,12.2,154.63,408,1449,102,0,2,300
6,1,17,2,1590,117.28,133.93,98.78,4.6,65.41,697,1589,46,0,2,1014
1,1,18,2,908,76.08,87.8,50.46,12.3,15.68,89,592,156,15.9,2,2610
2,1,21,2,3978,133.61,357.65,211.45,14.2,183.06,376,1071,247,54,3,840
5,1,18,2,2358,109.79,315.52,124.9,16,72.72,278,635,174,0,2,720
1,1,11,2,3209,115.09,351.37,227.4,12.2,154.08,314,2819,127,0,2,1440
7,1,5,2,1545,48.7,165.3,60.42,8.6,69.29,211,178,13,14,3,1260
5,1,12,1,2350,55.09,163.23,88.52,3.5,163.52,519,218,0,0,3,270
6,1,11,2,2584,129.91,323.48,117.16,10.6,86.82,471,1005,0,0,2,0
4,1,21,2,2168,65.28,271.83,106.55,29.6,93.68,117,1101,192,4.7,2,1014
2,1,8,2,1259,47.1,213.89,65.17,13.3,24.19,65,721,0,0,2,360
4,1,18,2,1387,54.96,143.61,67.22,11.7,69.29,522,725,0,0,2,1920
2,1,6,2,827,27.76,153.4,14.51,7.7,11.59,111,211,0,0,1,1575
4,1,10,2,1695,54.15,219.79,117.01,13.2,53.52,122,1478,6,19.8,2,1080
2,1,11,2,2641,27.21,412.45,340.64,10.2,109.27,143,228,263,0,2,0
3,1,14,2,1856,54.16,219.52,123.84,8.8,86.83,128,1204,3,0,2,360
4,1,10,2,1897,86.69,125.72,69.09,4.6,119.33,502,255,126,0,2,0
3,1,7,2,460,9.73,84.4,71.02,0.4,10.04,31,148,154,0,2,720
3,1,11,1,1077,42.09,153.83,117.16,5.6,13.99,87,331,99,24.7,3,1920
1,1,12,2,943,85.3,70.68,54.29,12.8,36.23,491,577,0,0,2,315
7,1,13,2,2060,90.51,180.07,89.26,9.5,109.91,699,1272,4,0,2,1200
3,1,13,2,1041,30.81,122.94,65.47,7.1,49.88,127,527,0,0,2,1800
4,1,19,2,2816,90.99,338.55,189.48,15.6,127.77,364,2010,32,0,3,3231
4,1,11,2,1617,79.45,106.41,32.68,19.4,100,865,483,192,0,1,2880
2,1,7,2,2329,64.78,252.32,35.55,17.3,119.04,120,598,0,0,2,0
2,1,8,2,2380,88.9,253.26,109.57,13.6,113.49,601,1329,48,0,2,507
5,1,12,2,2197,56.41,282.34,150.23,9.6,95.69,303,1130,66,0,2,1521
4,1,5,2,785,20.68,111.42,58.55,4.5,30.55,42,259,39,0,2,0
1,1,10,2,1633,57.5,199.07,74.14,6.3,68.79,153,432,62,0,2,0
3,1,9,1,1931,151.25,24.08,1.86,1.4,133.53,600,1108,0,0,3,2028
1,1,13,2,1850,115.47,165.4,53.67,8,79.76,537,565,0,0,3,480
3,1,20,1,1867,63.47,266.82,106.85,18.6,63.11,83,1525,7,0,2,1080
5,1,9,2,1643,65.57,154.49,84.88,4.2,84.61,560,962,46,0,2,360
4,1,7,2,1186,40.41,201.76,29.04,12.7,24.35,0,208,0,0,2,1395
2,2,14,2,1971,75.28,304.45,161.98,28.7,55.04,169,979,31,0,2,315
3,2,11,2,1153,42.7,166.91,74.85,18.6,36.8,89,721,2,0,2,480
5,1,7,2,675,18.42,88.69,56.41,2.2,28.21,58,242,166,0,3,390
4,1,6,2,1414,49.96,183.5,51.39,12.1,56.13,65,779,0,0,3,479.7
3,1,11,2,1738,66.53,182.17,50.79,13.8,84.14,181,1249,0,0,3,120
3,1,26,2,2324,70.33,276.56,104.63,27.7,96.61,80,1591,48,15.9,2,2340
2,1,19,2,1379,49.86,160.75,86.52,31.3,65.61,87,736,1,0,2,720
5,1,18,2,3382,175.77,347.39,159.34,23.8,145.47,837,971,576,0,2,1200
5,1,13,2,1655,52.21,214.39,87.13,11,66.04,489,709,6,0,3,0
6,1,18,2,1627,51.53,231.7,140.14,10.8,57.87,213,770,34,0,2,240
6,1,16,2,4450,98.23,198.35,100.33,9.2,26.07,91,899,7,443.5,3,0
4,1,10,2,2386,128.36,255.22,110.33,10.3,92.18,345,1267,59,0,2,480
1,1,11,2,1591,91.1,150.73,63.3,18.1,72.83,463,1731,0,0,2,1890
1,1,7,1,2022,67.2,284.65,110.72,11,70.15,263,606,46,0,2,0
1,1,14,2,1779,51.49,215.56,93.66,11.3,80.26,174,340,46,0,3,480
3,1,12,2,3204,113.5,258.21,94.46,12,191.01,555,2014,0,0,1,750
7,1,11,2,1902,41.34,204.88,66.61,13.8,105.6,147,538,103,0,2,360
1,1,15,2,1598,53.99,207.15,79.96,10.8,63.24,557,1030,158,0,2,480
5,1,13,2,2681,92.79,343.03,158.19,28.2,108.96,254,812,33,0,2,180
3,1,12,2,1156,63.99,100.24,3.72,12.9,55.65,141,326,0,0,3,1440
2,1,9,2,2887,69.16,323.66,176.63,20,150.29,239,749,148,0,2,3600
3,2,16,2,1588,66.66,183.99,50.39,19.2,66.6,203,944,63,0,2,360
1,1,9,2,1575,104.98,121.75,41.94,17.2,73.25,464,280,42,0,2,0
1,1,22,2,8351,302.16,866.04,308.79,55.8,361.32,642,2942,93,73.9,1,990
6,1,9,2,2173,66.57,251.62,86.61,9.2,100.32,115,73,48,0,3,0
2,1,4,2,804,29.92,103.15,28.28,6.1,30.52,66,433,0,0,3,360
2,1,5,2,1051,54.32,138.07,41.37,8.5,30.77,157,580,0,0,2,5250
6,1,19,1,2489,104.93,294.21,186.4,19.1,94.34,516,1094,220,11.2,2,390
1,1,11,2,1128,41.59,206.99,124.44,4.5,14.23,200,624,120,0,3,1320
1,1,10,2,566,11.72,101.15,60.46,5.5,14.36,15,307,0,0,3,300
7,1,9,2,1001,43.05,152.6,77.61,7.5,25.37,134,880,0,0,2,0
3,1,14,2,2132,68.25,297.43,156.45,34.4,79.09,200,858,65,0,2,3675
2,2,16,2,1854,48.41,299.77,133.93,22.6,55.76,378,1241,96,0,2,2880
6,2,10,2,1270,39.16,174.84,35.63,13.8,46.74,77,704,24,0,3,480
4,1,8,2,1134,31.15,179.32,96.01,10.2,34.79,68,217,37,0,3,1014.45
3,1,12,2,1702,44.73,255.92,156.7,12.8,60.32,82,750,2,0,2,450
4,1,28,2,2900,141.69,247.64,94.63,30.4,154.59,739,744,282,0,2,960
1,1,12,2,1257,55.27,141.3,31.53,5.9,51.17,367,500,183,0,1,4800
2,1,16,2,2313,61.38,348.82,120.36,36.9,79.93,103,1228,48,0,2,4057.8
2,2,4,2,557,19.61,88.34,44.66,2.5,13.69,49,173,0,0,2,525
1,1,6,1,1021,28.2,141.11,100.61,2,40.08,77,123,155,0,2,0
6,1,17,2,1782,76.25,172.76,92.04,16.7,87.68,239,1933,2,0,2,1080
5,1,16,2,1465,56.95,182.46,65.18,13.9,58.24,164,637,0,0,2,285
3,1,14,2,674,37.12,65.33,19.61,2.9,30.43,363,499,1,0,2,960
3,1,13,2,1020,21.84,62.27,11.85,4.8,34.81,84,414,0,54.1,2,270
3,1,20,2,1577,74.1,170.39,87.11,9.9,67.57,251,1658,54,0,2,2535
1,1,11,2,1035,40.73,124.23,31.34,15.3,43.85,385,373,24,0,2,720
4,1,12,2,1282,54.09,182.14,47.36,8.2,37.58,93,1027,1,0,2,960
4,1,22,2,2980,119.24,386.69,180.19,35.5,114.32,313,806,410,0,2,240
2,1,15,2,1631,31.44,232.26,119.79,12.6,66.46,105,610,0,0,2,0
2,1,15,2,2033,54.12,272.76,145.86,7.1,81.75,176,1068,143,0,2,837
5,1,9,2,1824,52.76,258.78,140.29,15.5,67.97,360,454,33,0,2,0
6,1,5,2,3004,104,396.13,106.4,24.9,111.38,122,1897,0,0,2,1440
5,1,15,2,1856,57.52,247.4,110.73,17,74.44,144,1190,3,0,2,507
6,1,11,2,1085,41.81,120.03,52.79,20.4,53.08,17,643,0,0,1,2028
5,1,10,2,1868,80.79,185.53,56.94,14,90.23,198,433,20,0,2,240
2,1,13,2,813,37.46,62.28,23.73,4.8,46.71,267,679,0,0,2,60
4,1,25,2,2912,108.89,431.62,150.64,28.8,89.3,220,2209,5,0,2,1005
5,1,6,2,764,71.48,31.48,3.93,1.4,38.45,596,265,0,0,3,1920
4,1,12,1,1414,76.33,159.27,30.57,7.4,53.99,215,712,239,0,2,1440
3,2,10,1,1274,90.76,135.38,81.16,7.2,41.79,246,524,96,0,2,1200
4,1,13,2,1998,73.25,307.48,122.42,25,57.21,155,1077,0,0,2,180
4,1,18,1,1296,27.06,182.23,60.05,19.6,53.29,75,534,101,0,2,1005
7,1,5,2,1153,35.95,167.23,73.81,5.7,38.19,56,752,0,0,3,480
2,1,12,2,890,39,90.1,25.63,3.3,41.95,114,625,0,0,2,507
2,1,20,2,5609,250.07,596.62,317.59,75.1,274.72,277,3564,0,0,2,2536.13
3,1,15,2,755,17.45,102.43,54.77,9.7,33.08,48,499,3,0,3,2880
2,1,11,2,640,17.26,82.77,26.59,5.9,26.54,32,531,0,0,2,1014
7,1,14,2,1523,34.93,263.23,211.9,19,47.71,109,437,0,0,3,315
2,1,9,2,1233,95.7,131.22,58.53,6,35.22,289,270,3,0,2,1680
3,2,13,1,1515,70.62,131.89,66.09,5.7,77.45,492,447,49,0,2,942
1,1,11,1,1292,50.43,138.93,54.59,6.3,62.31,171,627,261,0,2,0
1,1,15,2,2509,77.66,190.96,22.95,13.7,134.78,568,440,148,33.5,2,1980
3,1,8,2,1626,75.75,164.57,55.17,11.1,74.37,206,1517,0,0,3,240
2,2,10,2,724,16.35,100.24,70.18,3.3,29.75,13,618,0,0,2,105
5,1,14,2,1983,49.67,306.82,149.71,20.4,67.54,54,1029,3,0,2,60
4,1,10,2,1706,66.84,202.3,81.21,12.8,72.23,564,709,33,0,1,780
2,2,21,2,3410,190.11,375.33,171.42,32.4,133.06,510,1402,242,0,2,960
4,1,20,2,1253,73.99,78.73,12.49,8.3,70.99,575,636,11,0,2,1080
4,1,11,1,1890,56.12,251.96,78.82,15.5,73.7,89,1295,0,0,2,540
6,2,13,2,1737,86.36,167.97,58.18,25.5,81.54,596,893,0,0,3,1440
5,1,21,2,1682,43.24,268.41,56.75,21,49.93,156,412,98,0,2,1935
3,1,11,2,1339,52.12,171.18,41.69,21.6,51.29,184,568,2,0,2,735
3,1,21,2,2209,98.1,304.85,125.54,23.1,70.55,197,1543,0,0,2,1575
2,1,8,2,1074,47.53,153.39,52.16,12.2,30.96,69,1328,0,0,2,0
7,1,12,2,1979,66.92,323.43,148.06,26.4,54.61,100,1337,0,0,2,180
5,1,12,2,1124,49.52,103.28,73.11,5.7,59.9,153,1286,0,0,2,0
3,1,17,1,3372,195.43,262.66,45.05,24,170.75,1517,1195,163,0,2,1080
3,1,12,2,634,30.1,83.34,28.32,6.8,20.04,73,418,0,0,2,240
5,1,8,2,1152,24.04,215.92,140.09,17.7,22.74,99,455,0,0,2,0
6,2,24,2,2292,93.65,335.65,125.64,19.8,66.59,371,1135,192,0,2,1521
4,1,9,2,1935,69.18,203.42,44.5,15.6,95.95,166,989,0,0,2,1014
3,1,16,2,3679,87.25,453.61,274.57,20.8,174.67,453,1876,24,0,2,600
4,1,11,2,715,14.35,135.74,51.53,9.1,14.47,29,562,126,0,1,2028.9
2,1,17,1,1282,62.66,180.02,70.45,12.4,36.97,88,776,29,0,2,1560
3,1,18,2,4925,181.86,707.71,185.01,76.3,165.59,1182,2424,0,0,2,2535
6,1,15,2,1518,100.08,145.75,65.24,13.3,60.66,494,1485,87,0,2,1200
6,1,28,1,1467,48.03,179.57,65.63,14.5,64.07,316,621,135,0,2,210
1,1,13,2,1342,63.03,115.71,35.36,8.4,72.6,254,410,288,0,2,480
7,1,13,2,1194,36.16,179.22,53.65,10.2,37.7,87,946,2,0,2,0
3,1,12,2,1067,47.42,88.71,16.5,9.8,58.52,413,449,0,0,2,2160
3,1,12,2,2369,79.64,274.43,64.84,21.7,106.09,209,196,4,0,2,507
5,1,10,2,1313,34.31,187.38,11.66,27.2,47.46,18,276,0,0,2,480
5,2,9,2,1154,30.11,145,63.52,9.8,54.72,43,640,108,0,2,0
7,1,19,2,2790,76.13,393,167.39,18.2,105.85,130,1663,10,0,2,1185
3,1,10,2,1662,58.94,220.07,68.46,19.4,63.03,162,1154,0,0,2,1440
6,1,13,2,1819,47.59,167.5,24.64,10.5,65.72,83,1172,432,56.2,2,1920
7,1,10,2,2257,81.14,276.14,97.98,21.6,93.37,211,1376,0,0,2,0
4,1,12,1,729,26.04,111.99,43.22,12.3,22.07,375,329,0,0,2,2205
2,1,19,2,2483,51.11,358.11,130.14,23,99.34,126,526,314,0,2,615
7,1,19,2,3520,103.46,486.56,294.66,12.8,135.91,315,1405,380,0,2,0
5,1,19,2,3496,139.24,404.65,112.18,48.1,151.38,225,1038,248,0,2,240
2,1,13,1,1305,45.3,129.95,16.32,7.4,66.78,773,432,158,0,2,720
1,1,22,1,2881,77.26,317.61,99.96,16.9,150.97,993,976,0,0,3,799.99
3,1,26,2,2162,63.68,265.08,97.23,14.9,96.9,177,326,159,0,2,720
5,1,13,1,1119,44.24,176.28,36.62,11.1,28.04,91,404,2,0,2,600
1,1,7,1,1372,33.39,89.65,44.27,5.8,27.33,57,554,0,92.4,2,480
6,1,22,2,2187,64.35,314.32,133.07,18.4,78.97,383,1081,96,0,2,480
3,1,20,2,5298,222.21,598.42,197.91,42,225.17,647,1119,536,0,2,720
2,1,17,2,1390,64.77,150.64,56.59,13.7,39.85,214,648,3,28.1,2,3840
5,1,11,2,2260,258.87,180,109.31,30.9,54.09,734,382,1262,0,2,240
2,1,21,2,2247,54.7,299.55,170.73,28.7,99.68,113,984,12,0,2,3840
1,1,12,2,2010,47.7,318.63,89.15,15.2,60.93,188,514,0,0,2,0
3,1,10,2,1356,69.76,146.82,70.4,7.5,55.48,203,534,87,0,2,927
7,1,18,2,2723,58.57,348.14,81.9,50.5,123.86,36,596,0,0,2,720
4,1,16,2,2082,71.68,270.82,125.79,12.9,79.43,192,2118,2,0,2,300
1,1,14,2,2910,112.01,260.06,98.06,7.6,87.75,320,721,144,93.6,2,870
1,1,33,2,3058,94.79,334.9,166.57,23.7,154.4,929,1276,2,0,2,1540
5,1,14,2,1246,56.45,135.39,96.52,3.4,53.92,369,1415,0,0,2,0
2,2,13,2,1447,60.18,202.51,80.71,5.3,44.01,137,750,145,0,2,345
2,1,7,2,1615,67.2,159.37,72.62,12.3,79.1,109,1056,18,0,2,870
3,1,14,2,1780,58.77,224.28,113.52,11.9,74.01,193,1414,8,0,2,120
4,1,19,2,801,41.56,100.88,50.11,6.1,25.46,97,1223,0,0,2,0
1,1,10,2,775,36.42,126.17,30.87,7.8,14.63,68,604,0,0,2,300
5,1,7,2,1604,76.91,151.94,98.62,3.5,78.96,186,98,64,0,1,253.5
2,1,12,1,2251,89.45,301.27,222.5,12.2,78.44,245,582,260,0,2,239.85
2,1,12,2,2249,81.6,249.42,44.18,21.4,106.09,160,894,96,0,3,2535
3,1,20,2,2996,100.36,329.73,155.98,15.8,145.2,468,2525,166,0,2,480
1,1,19,1,2609,106.8,260.08,64.03,19.9,126.05,210,1150,324,0,2,720
2,1,25,2,4982,144.02,794.75,417.51,42.3,146.15,362,2646,41,0,2,1185
3,1,17,1,1722,78.54,175.19,71.07,8.4,78.39,399,1081,120,0,2,150
6,1,13,2,1585,51.19,188.54,62.33,11.4,66.51,185,663,135,7,3,480
2,1,22,1,2201,96.01,309.42,143.43,15.1,68.23,229,1442,139,0,2,480
6,1,16,2,2825,53.61,306.56,173.99,15.1,159.74,316,1671,191,0,2,1695
7,1,18,2,4361,107.41,525.34,342.74,17.3,210.94,846,1460,69,0,2,0
2,1,8,2,861,57.39,75.61,13.63,6.8,36.21,198,313,129,0,3,0
5,1,20,2,2742,78.85,344.29,154.95,22.9,117.13,207,1267,33,0,2,1920
3,1,15,2,736,38.49,97.29,48.01,7.7,21.41,264,650,221,0,3,660
4,1,22,2,2598,96.06,411.88,179.94,28.5,69.58,168,877,251,0,2,1410
4,5,16,2,1096,66.01,107.7,19.17,10.5,44.57,476,376,51,0,2,3150
2,2,9,2,1711,56.91,287.47,78.39,24.9,42.04,55,924,48,0,2,540
