Day,Language,Number_of_Foods,SaltUse,Energy (kcal),Protein (gm),Carbs (gm),Sugar (gm),Fiber (gm),Fat (gm),Cholesterol,Calcium (mg),Caffeine (mg),Alcohol (gm),Food_Comparison,Water (gm)
4,1,4,2,3061,72.84,334.09,182.26,8.1,69.02,178,363,171,120,2,0
7,1,13,2,3005,96.54,344.16,90.23,18.4,139.03,220,1053,46,0,1,1440
6,1,12,2,930,35.62,100.55,35.86,3.6,43.87,101,333,0,0,2,870
6,1,25,2,2522,139.7,259.38,123.76,25.9,105.84,474,605,299,0,2,2970
4,1,5,1,610,29.54,76.21,46.51,2.1,18.96,43,761,0,0,2,0
4,1,16,2,3249,112.83,387.02,176.27,13.5,139.58,399,1047,36,0,2,0
2,1,15,2,862,26.32,136.65,54.03,13.3,26.13,50,295,0,0,3,465
3,1,14,2,1026,48.58,146.43,70.97,17.8,28.69,486,592,85,0,2,760.5
5,1,14,1,2624,109.88,277.51,149.12,10.3,124.68,430,1767,5,0,2,240
2,1,15,2,1414,36.89,187.48,82.81,11.3,59.86,300,202,41,0,2,960
2,1,17,2,2186,102.93,241.5,118.4,17.9,93.12,635,1494,71,0,2,120
5,1,8,2,1593,42.51,191.13,84.29,9.3,74.63,121,498,56,0,2,600
5,1,8,2,1554,59.52,171.57,72.78,8.5,57.43,204,264,66,18.7,2,1200
5,1,15,2,1610,61.1,128.17,57.46,6.6,66.16,216,706,3,38.6,3,525
3,1,16,1,2009,122.28,90.3,25.8,19.3,131.36,340,744,183,0,2,1050
6,1,15,1,2405,106.16,229.31,82.16,6.8,117.25,777,1620,5,0,2,3360
4,1,17,1,1842,41.93,251.99,162.76,10.9,77.88,160,477,70,0,2,360
3,1,16,2,1864,47.02,267.87,74.43,18,49.37,333,623,272,28.1,2,1200
5,1,13,2,1449,42.07,228.67,90.69,13.6,41.98,185,323,0,0,2,0
5,1,6,2,1815,66.7,209.99,108.07,12.6,80.79,214,433,67,0,3,0
4,1,15,2,3129,66.03,461.62,250.8,17.5,114.67,164,1100,33,0,2,0
6,1,36,2,2369,74.25,248.47,111.34,13.9,120.33,586,897,40,0,1,2025
2,1,23,2,1122,74.24,56.97,20.92,10.5,69.4,212,414,204,0,2,1500
4,1,7,2,1087,42.29,141.35,51.49,3.5,39.08,510,363,58,0,3,0
3,1,18,2,3055,86.09,345.38,106.45,19.7,149.96,269,899,66,0,1,3600
3,1,22,1,2777,111.32,262.49,125.97,11.5,123.72,509,954,455,27.7,2,1050
6,1,5,2,767,28.86,60.64,21.24,7.2,47.76,381,329,216,0,2,960
7,1,3,1,261,38.95,10.87,2.81,4.2,7.16,121,300,0,0,3,2028
5,1,15,1,2656,58.86,365.3,164.04,24.3,111.61,151,545,21,0,2,2100
6,2,12,2,850,33.27,128.06,29.31,14.4,24.31,56,814,0,0,2,1440
2,1,8,1,1302,53.09,126.09,16.24,7,64.22,112,301,576,0,2,480
2,1,21,1,1530,55.53,170.83,87.29,11.9,74.18,267,735,105,0,2,360
2,1,15,2,2553,152.56,190.94,49.84,6.9,106.87,988,498,0,28.1,2,0
3,5,19,2,1446,110.79,143.88,62.22,20.2,52.68,567,458,165,0,2,1014
3,1,14,2,2218,75.78,223.98,110.19,6.2,81.38,213,3222,708,44.6,2,0
2,1,10,2,954,41.26,97.04,67.81,3.8,45.88,134,1185,0,0,2,480
2,1,14,2,2376,67.71,262.54,92.23,16.7,104.99,519,1006,164,18.6,2,1155
1,1,14,2,1506,55.2,194.5,90.15,10.8,60.01,662,700,146,0,2,240
1,1,20,2,1794,94.78,198.52,36.58,13.5,63.48,387,445,60,8,2,1185
4,1,9,2,1757,49.8,261.7,136.37,16.4,62.73,121,960,4,0,2,0
3,1,14,1,3142,116.29,190.29,123.17,14,214.97,864,726,457,0,2,2880
1,2,16,2,1306,53.59,169.38,77.79,7.4,46.93,337,605,69,0,2,195
2,1,20,1,2259,91.52,234.01,97.34,19.3,98.63,882,1054,71,15.9,2,1590
4,1,6,2,1804,57.87,214.51,80.05,7.9,78.57,187,1238,0,0,3,105
5,1,16,1,3078,80.27,385.79,252.92,10,142.89,199,304,198,0,2,255
6,1,12,2,886,55.65,111.12,19.15,17,24.46,113,344,206,0,2,360
2,1,14,2,751,44.14,96.36,37.83,3.8,20.83,90,574,0,0,2,360
4,2,12,2,1381,42.44,220.45,135.73,11.6,39.5,94,880,0,0,2,45
2,1,17,2,2458,194.02,222.72,58.55,12.9,88.24,482,1238,509,0,2,2535
3,1,8,2,2110,71.92,300.53,102.92,13.6,67.21,145,311,0,0,2,450
3,1,8,2,1064,37.16,166.48,92.65,6.6,31.49,46,521,23,0,2,0
1,1,18,1,1814,73.68,288.29,191.41,23.1,45.72,442,913,1396,0,2,2880
4,1,8,2,1443,76.38,154.93,22.97,10.5,57.98,143,883,0,0,2,0
3,1,20,2,1854,95.91,227.09,113.33,25.5,67.65,212,1148,80,0,2,480
6,1,10,2,2007,40.14,360.35,188.1,7.9,50.95,180,305,0,0,2,0
4,1,8,2,1387,46.23,165.51,43.68,8.5,60.49,70,1068,0,0,1,1800
4,1,3,2,1689,143.42,102.48,67.26,1.1,75,786,188,0,0,2,720
6,1,16,2,2702,112.41,240.24,59.67,18.8,144.02,973,1686,159,0,2,5010
4,1,10,2,2036,64.94,270.9,78.13,15.9,77.34,112,868,0,0,2,960
4,1,5,2,1138,42.87,145.38,21.84,9.7,42.82,60,722,0,0,3,240
4,1,28,2,3388,88.83,449.51,174.25,23.1,142.25,294,1599,7,0,2,2745
4,1,15,1,2432,87.9,253.6,56.23,13.6,88.87,209,1362,163,41,2,3675
6,1,14,1,3224,106.88,444.05,311.77,8.8,115.77,457,1266,0,0,2,1014.45
4,1,14,2,665,38.1,70.86,62.87,2.6,26.38,109,244,6,0,1,480
3,1,10,2,1142,45.97,91.31,8.42,5.8,54.78,134,442,0,14,2,0
3,1,8,2,891,35.65,134.28,50.94,9.2,25.61,38,707,0,0,2,480
6,1,21,2,1877,73.72,222.9,83.18,17.6,82.66,310,1256,214,0,2,3600
1,1,19,2,1604,53.7,172.16,29.58,26.3,83.85,55,829,192,0,2,720
5,1,11,1,850,27.51,116.14,57.16,4.1,30.89,94,413,0,0,2,0
3,2,27,1,1961,104.7,144.54,82.94,13.1,108.33,1544,984,223,0,2,2028.9
3,1,16,2,1545,93.45,160.82,75.61,19.9,63.5,234,812,6,0,2,2610
2,1,20,2,2513,101.75,253.9,58.25,26.6,113.95,710,675,239,11.2,2,900
4,1,25,2,1192,56.05,147.85,74.86,7.3,43.38,348,387,108,0,2,1125
3,1,16,2,2469,97.19,372.29,154.15,23.4,70.78,257,1384,110,0,2,360
4,1,5,2,749,17.12,126.02,77.6,2.4,20.04,29,119,33,0,3,0
3,1,8,1,1563,92.25,198.31,49.69,23.7,47.52,569,656,0,0,2,1380
5,1,14,2,1261,42.74,174.26,84.11,12.9,44.49,130,1065,0,0,2,480
4,1,16,2,3330,133.68,504.78,117.02,60.8,96.37,161,1765,52,0,3,2589.45
4,1,16,2,2234,71.51,325.68,204.78,27.6,76.82,214,580,144,0,3,1920
6,1,13,1,1599,44.61,185.92,43.07,10.9,75.78,101,402,81,0,3,315
3,2,12,2,1852,64.17,260.85,120.05,18.5,64.07,126,1163,0,0,2,480
4,1,16,2,1019,54.18,89.51,10.96,10.6,48.88,203,411,132,0,3,510
4,1,12,1,2204,89.32,241.7,85.11,11.8,98.79,269,1223,121,0,3,1425
4,1,16,2,1060,37.44,121.52,63.06,9.7,49.44,97,793,0,0,2,0
2,1,3,2,1543,15.28,307.78,211.38,4.4,31.68,0,77,189,0,2,0
2,1,2,2,493,19.12,62.16,25.11,4.5,18.72,38,332,0,0,3,0
2,1,12,2,512,12.31,86.75,56.57,6.4,14.3,10,346,0,0,2,5
5,1,14,2,1468,73.82,159.31,60.43,4.4,57.81,291,605,65,0,2,975
5,1,24,2,2752,74.6,291.39,153.49,13.4,146.18,466,804,77,0,3,720
3,1,25,2,2053,61.03,294.02,133.81,17.6,73.05,178,1035,154,0,2,750
5,1,19,2,2168,72.71,266.01,137.86,13,96.53,414,1014,8,0,2,1500
3,1,17,2,1965,80.07,179.09,104.01,13.7,105.88,758,1348,138,0,2,1035
2,1,15,2,2805,99.61,400.5,142.44,27.2,90.5,627,837,308,0,1,600
4,1,16,2,2304,104.47,189.23,88.83,8.5,125.84,432,1378,0,0,1,240
6,1,19,1,2082,147.51,144.34,70.12,22.1,105.52,474,1187,288,0,2,2535
1,1,11,2,1374,52.43,258.24,116.69,8.8,17.23,74,975,44,0,2,0
4,1,10,2,861,15.09,159.6,74.97,9,20.58,17,321,166,0,3,480
1,1,15,2,1847,75.69,209.55,104.67,6.8,79.17,513,760,34,0,2,1740
1,2,10,2,753,18.6,156.19,55.04,9.8,7.21,0,415,0,0,3,255
3,1,16,2,2245,64.84,289.2,147.98,12.8,95.41,737,836,68,0,2,1440
3,1,11,2,604,28.81,27.99,5.79,1.9,41.61,140,145,1,0,2,1680
5,1,10,2,949,22.92,140.63,88.22,9.3,33.44,6,1008,0,0,2,0
5,1,11,1,1227,58.86,85.75,35.46,6.5,72.84,1185,750,0,0,2,507
4,1,15,2,2073,98.37,253.77,142.56,15.5,77.17,629,943,0,0,2,0
3,1,12,1,1705,88.26,205.57,85.83,25.5,64.47,297,621,73,0,2,675
5,2,6,2,1107,20.8,176.77,88.49,11.8,36.35,45,208,39,0,2,0
2,1,13,2,1604,43.87,184.23,80.73,32.8,81.05,87,847,10,0,2,852.5
1,1,16,2,1216,47.18,167.87,88.44,11.3,42.85,143,1315,0,0,2,330
2,1,9,2,1023,91.15,73.22,31.3,4.4,39.49,249,363,0,0,2,2148.9
4,2,18,1,2042,103.45,268.99,112.96,20.6,67.46,445,759,84,0,2,1440
5,3,11,2,942,47.86,126.57,71.78,5.1,26.95,119,938,4,0,2,0
2,1,7,2,1603,55.18,247.56,195.68,2.2,45.1,137,228,189,0,2,480
4,1,6,2,1682,47.36,296.39,204.03,7.8,38.47,148,495,0,0,2,960
4,1,16,2,2262,80.59,283.68,89.84,15.8,89.26,185,906,60,0,2,240
4,1,9,1,2249,63.44,311.07,100.35,21.3,84.99,196,624,173,0,2,435
3,1,20,2,2751,120.49,375.29,140.09,23.3,83.6,281,2104,0,0,2,1680
3,1,15,2,1267,64.29,134.81,79.04,9.4,54.37,342,789,0,0,2,0
1,1,17,2,2041,92.8,191.25,78.03,9.4,102.51,361,823,2,0,2,1521
1,1,11,2,1139,30.74,107.65,44.08,4.8,53.6,488,754,60,14,2,0
3,2,17,2,2846,113.88,311.52,117.83,21,106.42,849,869,41,29.7,2,105
3,1,8,2,906,54.72,123.41,93.67,6.9,20.61,528,953,0,0,3,0
6,2,11,2,1072,105.02,97.79,61.17,8.5,30.34,284,326,138,0,2,1200
3,1,12,2,1401,50.71,150.86,60.93,5.4,66.7,742,716,96,0,3,360
2,1,13,2,1439,64.23,124.76,78.15,7.8,77.77,390,596,7,0,2,0
7,1,13,2,1993,65.54,257.68,102.08,8.1,78.13,425,1098,10,0,2,945
3,1,12,2,1285,16.22,234.22,150.85,5,34.53,64,391,127,0,2,2028.9
5,1,21,2,2396,116.44,279.38,155.14,18.7,91.99,354,747,412,0,2,240
5,2,10,2,3483,168.49,295.64,79.64,32.9,159.43,1085,2141,192,33.5,2,4056
3,1,9,2,1248,51.68,153.51,119.84,3.7,46.71,226,396,39,0,2,253.5
4,1,17,2,1793,77.51,193.29,74.11,15,79.62,277,502,3,0,1,315
2,1,16,2,1043,75.04,115.91,81.86,11.1,33.37,149,1113,109,0,2,480
1,1,8,2,1631,51.08,172.71,78.78,8.9,81.9,191,732,0,0,2,0
1,1,12,2,903,37.43,117.43,23.45,12.6,32.25,62,232,0,0,3,480
7,1,8,2,516,35.21,67.16,9.73,4.3,11.52,75,115,0,0,2,720
1,1,22,2,2368,126.99,197.05,39.49,23.1,119.89,724,1099,110,0,2,2160
3,1,9,2,3210,90.43,431.74,190.94,22,126.94,150,1651,2,0,2,900
3,1,16,2,2731,131.14,283.43,92.99,40.1,130.9,196,638,81,0,2,765
1,1,9,2,1340,40.27,207.75,83.32,7.5,38.29,389,630,58,0,1,0
3,1,14,2,3933,133.06,381.36,171,25.7,168.26,381,1029,117,54.6,2,2880
2,1,15,1,1189,63.93,119.25,40.37,19.7,54.43,217,853,0,0,2,1500
3,2,13,2,2983,136.24,365.19,55.63,51,111.92,295,1646,192,0,2,202.8
5,1,15,2,1619,41.45,204.96,111.2,9.1,74.1,156,1019,96,0,3,120
4,1,11,2,815,17.83,97.05,28.98,4.3,40.98,68,441,4,0,3,1080
4,1,13,1,5131,204.18,501.22,176.97,31.3,257.08,436,3221,49,0,2,1410
4,1,10,2,2241,80.12,262.25,101.45,16.5,99.35,275,1076,2,0,2,0
1,1,12,1,3511,122.19,235.06,138.92,7.9,59.13,291,359,232,231,1,0
4,1,7,2,1013,78.49,91.03,43.66,9.1,40.06,249,462,0,0,2,507
3,1,13,2,1041,82.96,64.96,13.61,8.9,49.78,548,667,216,0,2,480
1,1,9,2,842,22.11,141.23,54.49,15.7,23.84,10,319,14,0,2,870
7,1,13,2,1308,51.11,153.22,85.02,7.7,54.76,273,1030,0,0,2,360
1,1,11,2,1456,55.63,154.49,32.64,15.4,68.98,95,731,103,0,2,870
2,1,23,2,1825,70.65,209.45,116.94,33.5,84.6,306,534,5,0,2,960
3,1,12,2,825,40.66,104.35,61.63,10.8,29.48,215,432,0,0,2,315
3,1,15,2,1320,38.63,175.17,47.2,10.4,54.07,80,205,12,0,2,540
4,2,7,2,720,37.52,76.16,30.4,15,29.52,93,289,0,0,3,2028
2,1,16,2,2861,76.39,213.64,71.09,4.8,187.83,588,843,31,0,1,2025
3,1,8,1,1095,39.17,143.16,53.26,11.9,40.44,85,332,0,0,2,0
7,1,13,2,1949,142.31,210.43,62.48,10.1,56.76,351,1548,0,0,2,3042
1,1,11,2,1523,63.74,170.47,64.27,19.8,67.83,187,1492,3,0,2,1500
5,1,12,2,1354,44.26,172.04,69.14,9.9,54.7,131,406,5,0,2,0
7,1,8,1,1420,48.33,150.13,20.04,6.2,68.25,446,507,0,0,1,1920
5,1,18,2,2324,94.7,245.79,145.94,8.7,109.66,393,272,7,0,1,1305
4,1,22,1,2073,64.05,315.43,137.92,24.4,52.27,222,621,102,17.3,2,1260
3,1,14,2,1726,50.68,256.06,69.35,35.1,58.94,52,747,53,0,2,760.5
3,1,22,2,1861,97.55,188.1,83.03,21.6,83.41,401,1518,6,0,2,870
1,2,26,2,5254,215.55,626.59,204.1,25.1,208.5,537,4025,204,0,3,3567
6,1,8,2,1077,39.64,141.76,55.96,6.8,39.37,76,742,18,0,2,960
3,1,27,2,1812,70.09,223.19,146.27,11.1,73.29,518,386,288,0,1,60
4,1,15,2,1591,58.31,121.13,41.86,8.2,97.55,203,520,0,0,3,1575
2,1,16,1,816,56.19,41.6,23.2,7,40.28,334,616,51,12.7,2,960
5,1,11,2,1832,74.51,265.62,93.43,26.5,57.13,119,1071,0,0,2,0
2,1,13,2,1566,56.55,193.32,125.73,7,64.65,139,595,1,0,2,0
5,1,6,2,1684,39.79,220.87,68.72,12.2,72.61,53,443,33,0,3,0
4,1,14,2,2234,72.21,303.98,143.61,21.8,85.25,175,876,0,0,2,120
3,1,14,2,1238,50.14,145.09,57.85,5.1,51.68,234,1022,0,0,2,240
6,1,5,2,2053,91.13,232.92,119.41,7.8,85.02,237,790,104,0,3,0
4,1,11,2,1739,104.88,138.76,22.3,7.3,77.42,419,701,277,11.2,2,960
1,1,23,2,1621,37.63,200.99,100.4,11.4,74.39,91,422,18,0,2,105
2,1,10,2,1650,27.42,220.37,120.77,4.4,64.48,100,268,94,14.9,2,480
6,1,16,2,2079,54.66,346.43,71.68,30.3,55.43,72,545,96,0,2,750
1,1,14,2,1049,38.13,184.71,84.52,13.6,20.88,79,691,0,0,2,0
4,1,9,2,2142,57,292.69,98.91,17.6,84.99,102,955,46,0,2,1521
3,1,19,2,1582,68.15,169.92,61.17,10.1,56.19,170,961,432,15.9,2,1440
3,1,23,2,1329,48.46,161.96,53.37,15.2,58.69,68,595,0,0,2,840
2,1,13,2,2569,118.59,334.45,145.43,22.6,88.55,310,1909,8,0,2,253.5
5,2,14,2,1036,32.18,135.32,80.69,9.2,41.92,75,809,0,0,2,75
3,1,12,2,1336,35.57,215.92,123.52,8.5,37.46,126,335,0,0,2,0
5,1,7,2,705,15.61,76,76,0,37.52,9,583,0,0,2,0
5,1,19,2,4006,128.22,375.4,75.64,36,231.8,352,1314,8,0,2,340
1,1,6,2,1820,72.62,129.38,65.32,4.4,113.61,255,1211,0,0,3,957
1,1,12,2,1480,83.43,158.28,110.67,7,56.77,128,1928,7,0,1,180
4,2,17,2,975,78.38,78.31,11.07,8.3,37.93,178,644,47,0,2,1200
3,1,16,2,1146,28.48,148.46,66.78,7.9,49.14,74,441,6,0,2,315
1,1,6,2,1867,58.23,274.24,127.11,11.4,61.86,124,798,99,0,2,900
5,1,5,2,600,12.65,65.2,65.2,0,32.55,10,490,0,0,2,0
4,1,15,2,717,45.94,84.31,57.12,11.5,24.47,133,276,240,0,2,1734
2,1,21,2,1469,48.86,228.23,77.94,22.5,44.11,115,1082,0,0,2,330
5,1,17,2,1261,53.26,126.87,68.42,12.5,63.54,102,784,0,0,2,840
2,1,10,2,1873,164.26,51.47,32.51,2.3,93.08,807,187,130,22.3,2,960
7,1,14,2,486,18.2,56.78,36.85,12.2,23.04,46,860,0,0,2,2760
1,1,6,2,655,38.51,65.65,38.74,1.3,26.6,137,108,1,0,2,315
3,1,15,2,2239,94.11,242.49,105.57,18.3,101.87,454,764,11,0,2,1740
2,1,9,2,1618,78.65,147.1,16.47,10.2,78.19,366,731,0,0,2,1575
5,1,13,2,918,21.75,135.39,72.14,5.7,31.53,91,828,2,0,2,0
7,1,13,2,1359,34.39,195.13,107.84,7.9,50.62,116,548,79,0,2,195
3,2,11,2,1819,67,211.73,59.35,12.6,78.68,499,1749,11,0,2,960
1,1,20,2,2373,53.29,323.87,137.41,13.7,97.85,96,652,149,0,2,3480
2,1,18,2,2316,192.81,131.92,58.65,20.5,111.54,495,324,78,0,2,1275
3,1,16,2,2545,88.83,282.97,100.53,18.6,117.82,286,976,12,0,1,180
7,1,10,2,1844,77.03,218.28,80.81,10,74.66,161,1683,8,0,3,480
4,1,9,2,516,32.94,45.39,9.6,6.5,25.1,118,250,0,0,2,1440
3,1,9,2,3229,106.89,506.18,125.67,26.6,89.43,228,1307,0,0,2,1050
1,1,16,2,822,35.5,95.53,40.16,5.3,34.04,86,340,162,0,2,720
1,1,13,2,2529,75.27,346.27,79.52,37.3,97.73,55,781,18,0,2,510
4,1,4,2,1045,64.78,69.47,0.46,5.6,55.32,203,60,0,0,3,480
2,1,11,2,1186,53.91,202.42,119.47,8,20,120,946,139,0,2,960
6,1,12,2,1995,74.24,214.31,114.63,9.5,94.44,285,1137,96,0,2,253.5
3,1,7,1,908,32.35,73.83,30.11,2.6,54.55,485,435,0,0,2,180
5,1,12,2,1306,58.38,202.78,91.09,34.1,33.26,60,1131,24,0,2,960
1,1,19,2,1858,99.49,148.19,66.32,9,75.63,215,617,192,28.1,2,0
4,1,14,2,1844,71.19,170.92,69.31,17.6,89.21,63,423,153,19.1,2,540
4,1,28,2,1065,29.38,156.97,70.79,14,38.26,46,1576,0,0,2,0
3,1,18,1,1264,33.28,127.3,72.99,20.2,58.53,461,652,144,19.1,3,1014
5,2,20,2,2153,104.94,282.64,100.53,12.7,68.13,331,1165,2,0,2,840
7,1,22,2,1319,55.12,181.52,70.28,18.9,46.58,415,659,63,0,2,2100
5,1,6,2,2023,41.82,281.72,127.54,15.8,83.53,86,386,138,0,2,507
5,1,22,2,3144,57.36,406.53,264.68,17.5,146.65,281,1050,206,0,2,1005
3,1,26,2,1886,70.26,213.75,87.33,28.5,88.55,390,840,99,0,2,600
5,2,14,2,2330,81.26,339.84,183.58,32.6,79.98,209,534,33,0,2,0
1,1,15,1,2363,87.65,287.8,121.76,10.8,97.4,166,1534,137,0,2,630
2,1,5,2,291,32.63,0.98,0.3,0.4,17.48,114,70,0,0,2,480
2,1,13,2,927,66.32,66.32,7.1,10.2,43.31,154,261,129,0,2,585
1,1,22,2,2906,98.03,377.32,148.98,52.4,120.73,214,1199,2,0,2,1521
1,1,11,2,1342,61.19,167.26,73.02,14.8,50.86,173,645,0,0,2,420
5,2,11,2,720,40.52,82.71,53.18,9.4,27.52,255,650,2,0,2,480
5,1,15,2,1877,58.79,254.31,113.21,18.2,73.27,144,1191,3,0,2,507
5,2,22,1,1977,104.31,210.41,56.21,15.3,82.29,242,1681,75,0,3,690
5,1,7,2,713,15.3,76.5,76.5,0,38.66,18,695,0,0,2,0
1,1,25,1,3147,157.33,260.66,97.22,12,130.79,744,1236,276,41.3,2,360
4,1,12,2,5384,131.9,858.2,600.47,26,170.39,648,2659,957,0,2,960
3,1,23,2,2837,82.28,355.46,228.02,12.7,122.98,535,1185,158,0,2,240
5,1,14,2,1385,42.89,215.89,112.89,16.6,43.09,112,1011,0,0,2,1020
1,1,21,2,1987,78.88,252.48,73.68,20.2,74.47,199,1468,1,0,2,1320
5,1,11,2,1416,44.22,181.24,99.23,10.2,58.41,183,1068,10,0,2,1215
2,1,10,2,665,14.42,102.76,71.73,7,23.01,9,436,0,0,2,0
3,1,14,1,1839,84.31,199.42,96.65,11.6,80.18,623,1660,96,0,2,507
4,1,15,2,1970,77.96,255.35,123.07,14.5,73.78,171,1594,45,0,2,0
2,1,5,2,1270,56.17,183.02,44.03,14.4,34.17,144,583,0,0,1,240
4,1,11,1,741,27.79,41.18,11.9,7.8,52.55,419,477,63,0,2,3042
3,1,8,2,2242,65.22,291.4,105.85,18.6,93.61,150,1160,2,0,2,0
4,1,17,1,5583,97.66,634.89,278.26,35.5,167.97,143,955,398,184.4,3,0
6,1,8,2,1844,67.63,228.56,67.69,10.1,73.92,210,759,0,0,2,480
2,1,14,2,1307,82.14,84.21,49.17,8.2,72.71,572,1156,188,0,2,507
1,1,27,2,1973,52.78,223.2,69.82,7.3,96.58,168,525,169,0,2,0
3,1,9,2,1162,43.03,150.31,61.59,9,44.54,524,950,0,0,2,1080
1,1,20,1,3722,162.77,341.89,110.2,28.1,199.01,699,1798,170,0,2,1680
5,1,6,2,529,32.05,25.77,5.21,1.4,33.39,474,531,0,0,2,525
5,1,24,2,2260,118,312.87,124.29,30.8,61.76,311,1260,241,0,2,1230
4,1,11,2,2633,87.35,211.8,45.36,29.5,169.74,161,778,104,0,2,0
2,1,35,2,2576,79.81,304.82,185.81,11.6,118.13,322,1392,962,0,2,720
2,1,6,2,1128,29.15,125.7,46.76,11.3,57.18,47,267,5,0,1,240
1,1,18,2,3456,172.14,135.21,23.5,23.5,70.98,416,2125,0,231,1,1200
3,1,17,2,4324,106.7,647.42,280.82,21.5,146.74,262,719,115,0,2,1014
5,1,10,2,2365,43.9,346.28,277.11,22,102.03,106,349,145,0,2,0
5,1,32,1,2247,73.4,293.24,173.26,15.7,89.04,138,1369,352,0,2,240
3,1,13,2,1404,84.22,100.81,28.53,7.4,73.56,483,746,0,0,2,870
6,1,17,2,1197,48.32,143.56,48.62,12.9,49.98,109,896,48,0,2,645
2,1,16,2,1770,91.67,241.79,86.21,17.2,51.79,88,1976,203,0,3,2520
1,1,19,2,1373,55.56,114.26,54.29,21,67.75,424,661,103,15.9,2,1200
4,1,9,2,1692,41.94,246.39,149.01,7,59.72,211,322,0,0,2,720
3,1,9,2,1549,81.25,140.24,20.39,23.1,76.09,217,658,0,0,2,1200
2,1,27,1,1914,116.14,235.85,71.27,20.9,59.67,650,1408,63,0,2,870
4,1,10,2,748,23.45,116.95,70.65,3.6,20.59,89,327,126,0,2,615
4,1,6,2,2047,35.68,320.31,133.29,12.2,72.04,52,539,0,0,3,0
3,1,21,1,1578,32.01,265.92,133.72,17.5,49.01,8,499,294,0,2,507
2,1,11,2,1003,33.76,126.22,74.31,3.9,41.51,93,399,3,0,3,360
4,1,18,2,985,56.18,129.66,62.91,11.2,27.9,295,554,72,0,2,1500
2,1,16,2,3237,126.11,293.01,174.51,9,171.62,924,1085,289,0,2,360
1,2,6,2,981,60.96,107.66,24.9,5.5,32.57,163,717,0,0,2,960
4,1,15,1,3464,143.13,310.87,84.89,19.8,181.84,719,1683,0,0,2,3840
2,1,13,2,1518,62.4,164.51,81.27,9.7,68.84,235,664,3,0,2,1440
4,1,22,2,1598,53.14,255.76,117.75,13.2,42.06,108,806,92,0,2,1920
4,1,18,2,1084,26.92,164.68,74.94,10.2,38.14,66,1228,3,0,2,360
1,1,10,1,2193,110.79,183.56,35.69,13.9,111.85,497,694,0,0,3,960
1,1,12,1,1746,52.34,214.77,49.79,10.8,76.35,89,766,202,0,2,0
6,1,34,2,2311,69.45,337.16,220.37,11.4,80.23,591,781,398,0,2,135
6,1,4,2,1033,49.39,116.57,36.75,8.5,41.99,276,669,24,0,2,0
2,1,20,2,2095,72.27,239.64,92.47,10.3,95.61,229,846,0,0,2,360
2,2,9,1,1375,35.87,248.03,93.89,12,33.2,236,267,0,0,3,240
3,1,8,2,1476,58.69,259.37,73.46,23.3,27.81,76,1595,0,0,3,1920
2,2,5,2,503,15.39,92.75,72.2,1.8,8.78,29,449,1,0,2,0
2,1,17,2,2170,89.42,276.51,126.2,17.3,82.05,721,1046,0,0,2,507
2,1,11,2,753,29.39,108.64,70.62,7.1,22.73,78,257,0,0,2,345
5,1,9,2,1638,54.99,162.92,88.25,14.5,87.55,242,1087,4,0,3,525
3,1,23,2,1817,79.13,191.41,90.67,19.2,85.69,228,1173,0,0,2,2820
5,1,6,2,726,25.04,84.76,38.08,1.7,33.16,510,560,0,0,3,3549
1,1,11,2,464,37.69,45.52,18.94,3.6,14.45,262,156,156,0,2,1260
6,1,11,2,1235,48.74,155.78,73.49,10.5,49.23,108,986,0,0,2,390
3,1,5,2,1216,44.93,141.16,78.65,4.6,55.21,211,141,0,0,2,0
4,1,21,2,3346,129.2,206.27,124.31,15.5,228.09,861,3097,1,0,2,390
6,1,11,2,3098,124.56,240.89,41.35,11,183.52,584,676,1,0,2,1605
2,1,5,2,391,5.16,61.26,24.77,2.1,15.89,0,33,0,0,2,195
2,1,20,2,1668,76.43,187.99,68.92,13.6,66.66,195,1023,1,0,2,760.5
5,1,15,2,1497,54.21,218.31,65.99,15.7,46.51,188,717,0,0,2,360
6,1,10,2,2002,67.47,244,59.75,17.2,85.25,142,1633,3,0,1,1521
6,1,20,2,3358,121.21,421.49,221.66,36,141.27,398,696,23,0,2,2028.68
3,1,14,1,717,43.04,56.9,13.34,18.4,35.52,359,362,231,0,3,1821
1,1,12,2,1733,63.45,188.07,63.92,16.8,83.2,95,1302,105,0,2,480
1,1,12,2,1952,63.82,256.34,48.16,24.7,76.11,133,1361,0,0,3,1440
2,1,27,1,1361,50.5,200.37,66.81,21,43.13,127,477,90,0,2,720
4,1,16,1,2195,63.1,275.74,103.02,7.8,62.61,105,574,135,42.1,2,0
2,1,9,2,481,14.23,88.76,62.05,6.2,8.4,23,224,0,0,2,195
6,2,12,2,1934,68.91,247.66,108.15,19.6,77.13,262,988,220,0,1,1350
2,1,6,2,1230,31.43,224.12,158.39,4.9,25.94,65,332,168,0,3,0
1,1,3,2,1408,53.09,197.22,78.87,9.6,46.13,92,716,0,0,3,0
4,1,20,2,2703,88.42,237.17,75.45,10.3,106.76,230,888,353,65.5,2,870
2,1,17,2,2810,66.24,309.08,136.88,45.3,162.35,0,927,8,0,2,1920
3,1,19,1,3548,93.59,376.57,263.15,18.4,185.68,391,902,219,11.2,2,870
7,1,21,1,3317,94.33,408.56,279.67,8.6,147.77,556,848,147,0,2,1140.75
