Versus,Exit_Velocity,Launch_Angle,Pitch_Speed,Distance,Pitcher_Age,Pitch_Type,Batter_Age
KC,105.1,29,85.9,370,26,Changeup,30
TB,98.9,29,88.6,370,32,Slider,37
KC,107.6,21,93.7,369,26,Sinker,30
SEA,100.7,23,76.6,369,28,Curveball,24
MIL,98.9,32,82,369,28,Curveball,30
CWS,102.4,37,95.1,369,27,Four Seam,35
NYY,97,25,81.7,369,30,Curveball,28
CIN,98.1,25,92.8,369,36,Four Seam,42
MIL,103.3,29,95.8,369,30,Sinker,28
TEX,100.2,27,93.6,369,28,Sinker,25
AZ,103.4,24,87.5,369,29,Sinker,30
NYM,107.3,22,95,369,33,Sinker,29
NYM,97.7,34,87.1,369,29,Slider,28
MIA,97,31,91.3,369,32,Four Seam,30
MIL,109.3,19,78.4,369,30,Curveball,24
STL,96.5,28,75.2,369,23,Curveball,30
LAD,107.7,22,91,369,28,Four Seam,26
BOS,104.3,21,96.9,369,32,Four Seam,24
AZ,99.1,22,86.8,369,29,Sinker,27
LAA,101.2,26,94.2,369,30,Four Seam,38
PHI,104.9,27,92.8,369,26,Sinker,32
CWS,93.6,34,88.1,369,33,Slider,25
TEX,106.5,28,92.3,369,28,Sinker,26
CLE,104,38,91.8,369,25,Four Seam,29
BOS,101.3,35,71.8,369,42,Curveball,29
AZ,98.2,34,92.5,369,38,Four Seam,30
TB,103.6,23,77.2,369,31,Changeup,30
SEA,105.2,24,93.2,369,29,Four Seam,21
MIL,100.6,34,85.1,369,29,Split-Finger,30
COL,98.4,29,96.5,369,31,Sinker,30
TB,103.3,37,97,369,25,Four Seam,32
PIT,100.1,33,91.5,368,32,Four Seam,26
LAD,100.5,26,76.7,368,25,Slider,29
COL,96.6,38,96.4,368,31,Sinker,28
COL,103,39,97.1,368,27,Sinker,28
BOS,98,34,76.9,368,29,Knuckle Curve,29
SEA,99.8,26,93.7,368,32,Four Seam,26
DET,98.7,27,89.6,368,27,Four Seam,29
HOU,102,28,91.7,368,29,Sinker,25
TB,97.9,30,89.2,368,30,Sinker,27
AZ,109.8,24,89.3,368,29,Sinker,32
MIL,103.9,27,92.8,368,29,Sinker,34
LAA,109.4,23,95,368,22,Four Seam,30
HOU,107.9,22,94.1,368,39,Four Seam,26
PIT,112.6,20,89.4,368,26,Sinker,27
MIL,99.5,35,82.8,368,28,Changeup,28
BAL,105.8,39,92.7,368,32,Four Seam,28
CWS,97.5,29,94.6,368,30,Four Seam,29
MIA,96.7,24,92.9,368,31,Sinker,28
COL,99.7,28,95.8,368,27,Four Seam,30
WSH,103.6,35,95.8,368,29,Four Seam,28
DET,99.3,28,92,368,27,Sinker,31
MIN,109.3,46,84.4,368,26,Slider,31
SD,102.6,41,78.6,368,30,Curveball,26
WSH,101.3,25,94.5,368,27,Four Seam,39
NYY,97.4,38,85.3,368,28,Cutter,30
CWS,103.4,24,85.9,368,35,Changeup,28
BAL,101.1,26,90.1,368,32,Sinker,23
TB,106.5,23,85.6,368,23,Slider,26
SF,96.5,33,84.2,368,31,Slider,31
TB,100,36,92.7,368,28,Four Seam,33
CHC,98.1,28,81.7,368,29,Slider,27
TOR,104.1,23,96.1,368,31,Four Seam,24
SF,103.6,24,92.6,368,31,Sinker,30
KC,96.8,31,93.3,368,26,Four Seam,42
CHC,105.3,22,90.6,368,31,Cutter,28
TB,97.7,33,94.9,368,25,Four Seam,28
HOU,107.3,22,95.4,368,26,Four Seam,29
SF,98,35,94.4,368,35,Sinker,31
MIA,101.8,27,86.4,368,31,Curveball,33
NYM,101,28,85.8,368,30,Slider,30
NYY,95.6,30,86,368,26,Slider,27
SF,107.8,18,94.2,368,29,Four Seam,28
MIL,94.7,27,80,368,29,Changeup,33
HOU,103.5,35,95.1,368,39,Four Seam,33
STL,104.7,24,99,368,26,Sinker,29
WSH,108.3,41,91.4,368,27,Four Seam,25
LAA,105,36,84.5,368,26,Slider,28
HOU,99.7,25,93.4,368,26,Four Seam,29
MIA,100.5,38,80.1,368,24,Curveball,25
COL,101.6,37,96.5,368,29,Four Seam,26
SD,101.5,41,81.1,367,30,Curveball,25
OAK,95.8,26,82.7,367,29,Slider,26
STL,94,31,74.5,367,23,Curveball,27
KC,97.6,32,94.7,367,28,Four Seam,28
SF,102,37,85.1,367,31,Slider,30
MIN,102,24,82.9,367,26,Slider,27
SD,96.9,33,81.4,367,30,Curveball,28
PIT,104.8,22,89.6,367,26,Sinker,31
NYM,99.4,28,94.6,367,29,Four Seam,29
CIN,100,34,98.2,367,23,Four Seam,32
CHC,101.9,24,80,367,29,Slider,25
NYY,100,34,87,367,28,Curveball,27
SF,95.8,40,73.4,367,32,Slider,24
PIT,112.6,21,92.7,367,29,Four Seam,29
TB,103.4,40,86.7,367,30,Slider,24
WSH,98.2,38,91.3,367,27,Four Seam,27
PHI,100.1,36,85.4,367,35,Changeup,27
CLE,95.6,40,73.4,367,26,Changeup,23
TOR,105,24,93.7,367,31,Four Seam,36
BAL,96.2,32,91.8,367,28,Four Seam,27
MIN,103.4,39,82.3,367,27,Slider,35
SF,98.3,33,94.8,367,35,Sinker,24
SEA,106,26,95.3,367,25,Four Seam,29
AZ,96.7,30,91.6,367,25,Four Seam,35
CIN,102.4,27,97.5,367,23,Four Seam,27
HOU,100.8,23,93.5,367,26,Four Seam,28
CLE,103.9,36,98,367,32,Four Seam,35
SEA,97,29,81.7,367,29,Slider,33
SF,98.2,31,95.1,367,26,Four Seam,29
MIL,98.5,25,81.2,367,28,Curveball,26
LAA,106.2,29,91.7,366,29,Sinker,35
CIN,97.4,23,83.4,366,26,Slider,29
MIL,101.9,27,96.3,366,29,Four Seam,34
STL,96.7,35,87.3,366,41,Cutter,27
COL,98.9,26,96.2,366,27,Four Seam,27
BAL,97,35,84.5,366,30,Changeup,31
ATL,110.5,21,77,366,33,Curveball,30
CIN,105.2,42,94,366,30,Four Seam,26
LAA,106,21,82.9,366,24,Slider,24
AZ,98.4,31,92.5,366,31,Four Seam,29
WSH,105.8,23,93,366,29,Sinker,25
CLE,101.1,31,81.3,366,35,Curveball,28
ATL,108.7,41,87.7,366,32,Cutter,24
DET,98.1,26,86.5,366,24,Slider,30
AZ,100.4,23,88.8,366,34,Changeup,27
NYM,100.5,38,94.5,366,37,Sinker,33
OAK,99.2,34,89.8,366,28,Sinker,30
MIN,94.8,39,91.4,366,33,Sinker,27
MIA,95.5,29,87.6,366,26,Cutter,32
CHC,102.6,37,80.7,366,33,Changeup,30
LAA,99.3,26,74.7,366,29,Curveball,25
CWS,102.6,23,94.1,366,29,Sinker,29
STL,99.9,33,86.4,366,33,Sinker,29
CIN,94.3,33,92.3,366,28,Four Seam,27
MIA,101.6,32,92.8,366,24,Four Seam,31
TEX,101.8,37,94.5,366,26,Four Seam,25
WSH,97.7,35,71.9,366,35,Curveball,26
TOR,105.7,21,92.9,366,23,Four Seam,36
CIN,102,27,92.5,366,27,Sinker,29
CIN,103.3,25,88,366,30,Changeup,25
TOR,107.2,22,81.1,366,33,Changeup,25
BAL,95,28,93.1,366,26,Four Seam,26
COL,97.2,30,91.3,366,32,Sinker,29
CIN,102.9,24,82.9,366,35,Changeup,28
TB,103.5,40,94.6,366,27,Four Seam,28
OAK,100.4,24,94.3,366,28,Four Seam,25
BOS,98.6,25,85.4,366,35,Slider,22
TOR,105.7,25,90.1,366,28,Slider,35
CLE,113.9,21,95.1,366,26,Four Seam,26
OAK,94.8,30,91.7,366,29,Four Seam,33
LAA,101.6,24,96.2,366,22,Four Seam,24
NYY,98.5,30,89.7,366,32,Changeup,23
TB,104,25,85.1,366,30,Slider,31
DET,97.9,30,86.5,366,32,Slider,25
BAL,100.6,24,94.9,366,26,Four Seam,24
MIL,97.8,29,92.1,365,30,Cutter,27
WSH,107.9,23,82.9,365,25,Curveball,27
CLE,104.7,23,79.5,365,25,Curveball,29
BOS,97.6,32,86.4,365,25,Slider,28
SEA,102.2,24,84.7,365,24,Slider,35
BAL,97.8,34,81,365,28,Slider,23
KC,98.7,23,78.9,365,39,Slider,28
TOR,96.8,40,92.6,365,28,Four Seam,28
PHI,104.2,37,97.8,365,30,Four Seam,30
AZ,111.7,24,89.1,365,34,Four Seam,29
CIN,104.9,40,92.4,365,28,Four Seam,26
STL,96.6,26,73.5,365,41,Curveball,27
WSH,102.1,27,78.2,365,29,Curveball,29
SD,99,36,83.6,365,30,Changeup,27
OAK,97.2,30,87.5,365,28,Slider,35
SF,99,33,83.2,365,30,Changeup,30
TB,103.6,37,94.3,365,23,Four Seam,33
TB,107,24,71.8,365,31,Curveball,30
SD,104.5,22,93.9,365,36,Four Seam,38
STL,104.1,27,89.5,365,32,Changeup,26
NYY,113.2,18,86.4,365,31,Changeup,25
SF,103.5,41,84.6,365,27,Slider,35
COL,98.2,38,86.8,365,27,Slider,22
TOR,96.7,31,81.3,365,31,Slider,33
CLE,98,25,93.9,365,24,Four Seam,26
PHI,95.4,30,89.1,365,28,Slider,31
NYY,101.1,24,77.3,365,28,Slider,31
ATL,101.1,38,81.3,364,24,Curveball,29
MIL,93,30,93.4,364,36,Cutter,30
AZ,95.8,26,78.1,364,33,Curveball,25
CWS,104,27,91.7,364,30,Sinker,31
BAL,106.1,21,95.2,364,28,Four Seam,35
SEA,95.9,35,88.1,364,30,Four Seam,22
HOU,98.1,26,84.3,364,27,Slider,28
TB,108.6,22,40,364,27,Eephus,31
TOR,96.7,29,92.5,364,24,Four Seam,28
SD,109,23,95.2,364,32,Four Seam,28
SEA,99.3,37,76.8,364,28,Curveball,29
LAD,99,31,84.3,364,34,Changeup,29
LAA,95.4,31,86.3,364,30,Changeup,26
CLE,101.8,27,86.6,364,25,Slider,29
NYY,102.8,43,92,364,28,Four Seam,26
NYM,98.4,27,96.4,364,29,Four Seam,27
OAK,105.4,22,80.2,364,26,Changeup,26
CIN,103,22,84.7,364,35,Slider,25
SF,93.4,31,92,364,32,Four Seam,26
CWS,97.3,29,83.6,364,26,Slider,26
HOU,99.4,27,76.5,364,25,Knuckle Curve,26
MIN,95.4,36,84.7,364,26,Changeup,30
TB,104.1,24,84,364,25,Curveball,30
CLE,112,19,92.3,364,28,Four Seam,30
MIN,99.7,27,93.6,364,26,Four Seam,36
NYY,98.9,27,95.2,364,32,Four Seam,28
COL,94.6,37,93.2,364,27,Sinker,31
DET,95.1,30,89.3,364,26,Slider,31
DET,99.9,30,90,364,32,Sinker,32
TOR,107.7,18,85.4,364,32,Sinker,32
CWS,105.3,41,91.4,364,28,Four Seam,31
CWS,105.7,42,92.8,364,27,Four Seam,26
MIN,99.5,40,80.1,364,22,Changeup,30
MIA,101.9,33,85.8,364,28,Cutter,24
SD,96.2,30,87.2,364,31,Changeup,27
BAL,103.7,19,84.7,364,27,Slider,27
BAL,100,27,91.1,364,30,Four Seam,26
CWS,112.4,21,84.8,364,28,Slider,31
TOR,93.8,33,82.4,364,33,Changeup,39
NYM,98.5,29,87.7,364,30,Split-Finger,31
MIA,111.2,21,93.5,364,27,Four Seam,21
MIL,105.4,27,96.1,364,24,Sinker,34
KC,105.2,22,95,364,25,Four Seam,30
CHC,98.6,30,80,364,33,Changeup,35
LAD,104.5,38,92.5,364,26,Four Seam,27
MIN,97,37,87.4,364,34,Slider,33
BOS,107.5,24,88,364,42,Sinker,30
TEX,94.9,38,92.6,363,31,Sinker,25
NYM,107.9,23,85.3,363,27,Slider,25
TB,97.2,29,83.8,363,28,Curveball,33
COL,99.5,38,93.8,363,30,Sinker,28
CLE,101.5,27,88.4,363,27,Cutter,34
BOS,112.4,22,90.4,363,31,Cutter,21
COL,98.8,28,97.3,363,30,Four Seam,24
BOS,97.7,26,86,363,26,Slider,37
CWS,97.7,31,92.6,363,28,Four Seam,30
NYY,98.7,34,88.6,363,32,Slider,24
ATL,103.5,40,94.3,363,27,Four Seam,27
WSH,103.5,26,80,363,33,Slider,28
CHC,94.7,28,89.5,363,31,Cutter,26
TOR,104.2,24,88.7,363,28,Cutter,27
NYM,103,38,87.4,363,28,Slider,26
CWS,111.5,17,86.3,363,25,Slider,30
MIN,95.7,23,85.3,363,26,Slider,30
TEX,102.7,23,90,363,28,Sinker,29
MIN,103.2,39,98.4,363,24,Four Seam,26
SF,98.1,36,93.2,363,30,Four Seam,30
SEA,100.1,24,88.6,363,30,Four Seam,29
NYM,95.1,36,87.8,363,33,Cutter,30
PHI,103.5,23,94.2,363,31,Four Seam,36
KC,97,33,85.7,363,26,Changeup,25
KC,105.1,36,98.7,363,26,Four Seam,26
TB,96,31,97.9,363,29,Four Seam,27
CIN,101.2,41,84,363,35,Changeup,23
WSH,98.8,39,97.2,363,30,Four Seam,30
MIL,99.7,40,95.1,363,30,Four Seam,35
TB,98.3,38,95.5,363,27,Four Seam,23
AZ,97.2,31,87.6,363,33,Cutter,30
PHI,104,23,83.9,363,37,Slider,31
MIL,97.5,25,83.7,363,27,Slider,25
CWS,102.1,40,85.7,363,34,Cutter,30
TEX,107.6,18,87.4,363,26,Cutter,28
CHC,93.6,37,81.2,363,29,Slider,22
MIL,101.8,29,96,363,29,Four Seam,29
LAA,97.1,37,91.7,363,35,Four Seam,28
CLE,102.4,22,75.8,363,27,Curveball,33
TB,93,33,94.8,363,28,Four Seam,28
PHI,92,36,87.7,363,27,Cutter,30
OAK,99.5,32,83.4,363,28,Changeup,29
TOR,100.2,28,81.5,362,29,Slider,31
NYY,101.4,28,95.7,362,29,Four Seam,23
KC,95,39,87,362,29,Slider,31
WSH,107.3,47,93.3,362,25,Four Seam,31
OAK,103.1,40,94.1,362,28,Four Seam,23
BOS,104.6,39,89.9,362,26,Four Seam,29
BAL,104.5,23,90.7,362,30,Four Seam,30
TEX,97.9,28,81.9,362,25,Changeup,28
KC,99.1,29,92.3,362,25,Four Seam,35
BAL,94.6,27,84.7,362,27,Changeup,25
TB,93.5,32,78.7,362,31,Changeup,27
MIA,108.4,23,91.6,362,25,Four Seam,27
MIA,100.9,40,81.4,362,27,Slider,29
WSH,99,30,99.1,362,30,Four Seam,25
CWS,100.2,26,90,362,27,Slider,32
TOR,98.7,34,94.3,362,28,Four Seam,25
CWS,103.4,28,95.7,362,25,Four Seam,27
DET,95.8,30,84.9,362,33,Changeup,31
TEX,100.5,27,92.6,362,27,Sinker,31
CHC,99.6,29,80.2,362,27,Curveball,28
SF,105.2,23,99,362,25,Cutter,28
MIN,99.3,23,76.4,362,38,Slider,35
BOS,98.9,33,87.1,362,26,Changeup,27
CIN,97.4,24,82,362,26,Changeup,30
CIN,99.8,40,94.1,362,28,Four Seam,25
WSH,103,40,96.9,362,31,Sinker,26
MIL,94.7,34,89.7,361,24,Changeup,28
SEA,103,22,93.2,361,31,Sinker,33
LAA,96.2,34,95.4,361,30,Sinker,38
HOU,101.2,38,86.6,361,27,Changeup,31
SEA,96.7,25,83.9,361,32,Slider,32
SD,101.5,28,92.6,361,30,Four Seam,28
DET,112.7,17,89.3,361,33,Four Seam,25
PIT,99.4,25,76.5,361,26,Curveball,42
KC,95.7,27,94.4,361,26,Sinker,26
CLE,96.4,29,90.6,361,27,Four Seam,31
MIL,97.9,32,93.2,361,27,Four Seam,25
BOS,98,31,81.1,361,26,Changeup,37
TOR,98.6,24,81.7,361,33,Changeup,28
HOU,98.9,37,93.1,361,27,Four Seam,31
TOR,100,33,94.4,361,28,Four Seam,26
NYY,97.7,34,91.4,361,30,Four Seam,27
CIN,106.7,22,91.8,361,27,Four Seam,31
TEX,101.6,22,89.2,361,26,Slider,24
TEX,105.4,41,94.9,361,26,Four Seam,27
CIN,95.6,29,85.5,361,34,Slider,25
SEA,102.9,24,87.6,361,31,Slider,25
STL,102.1,26,88.8,361,25,Slider,27
HOU,97.9,24,90.1,361,33,Four Seam,24
NYM,99.9,24,93.3,361,33,Four Seam,32
LAD,102,43,81.1,361,26,Curveball,30
MIN,94.8,33,87.6,361,34,Changeup,30
SEA,107.5,19,92.8,361,28,Four Seam,32
WSH,98.6,35,94.4,361,25,Four Seam,27
NYM,107.8,20,84.4,361,24,Changeup,26
DET,100,27,77.8,361,24,Curveball,36
HOU,103.1,28,95.2,361,26,Four Seam,31
CIN,99.4,26,93.9,361,28,Four Seam,30
CWS,102.8,32,96.4,361,27,Four Seam,33
CIN,103.3,30,85.8,361,24,Slider,27
ATL,110.2,22,87.7,361,27,Changeup,28
ATL,103.7,22,94.4,361,39,Four Seam,29
DET,97.4,33,84.1,361,25,Cutter,25
NYY,98.9,37,88.7,360,28,Cutter,23
ATL,95.5,35,77.6,360,40,Slider,28
STL,104,25,73.2,360,41,Curveball,31
NYM,100.2,27,97.2,360,33,Four Seam,25
MIN,96.9,24,84.5,360,31,Cutter,25
OAK,99.4,36,88.9,360,28,Four Seam,28
BOS,100.3,35,97.7,360,32,Four Seam,25
CHC,95.6,35,90.4,360,31,Sinker,32
TOR,95.4,35,87.5,360,32,Four Seam,36
TB,95.7,33,82.6,360,34,Slider,33
WSH,98.8,36,95,360,30,Four Seam,31
HOU,99.5,39,94.1,360,25,Four Seam,33
SEA,93.9,30,78.4,360,30,Changeup,36
OAK,101.3,26,93.3,360,28,Four Seam,33
PIT,106.1,19,87.5,360,23,Changeup,29
NYM,101.6,44,90.1,360,27,Cutter,28
TOR,101,35,85.3,360,29,Changeup,24
CHC,101,23,84.7,360,28,Slider,32
CWS,107.4,38,91.6,360,26,Four Seam,30
MIA,99.2,32,99.2,360,27,Sinker,30
SD,99.2,27,84.3,360,23,Changeup,27
CIN,95.7,39,84.3,360,29,Changeup,30
CLE,99.7,26,92.3,360,25,Four Seam,28
MIL,96.7,37,94,360,27,Four Seam,25
HOU,94.2,30,72.8,360,29,Curveball,29
DET,101.9,26,93.1,360,29,Four Seam,34
BAL,102.1,24,90.4,360,32,Four Seam,27
WSH,95,31,77.5,360,37,Changeup,30
WSH,95.9,31,83.8,360,27,Slider,30
SF,97.7,25,84,360,27,Changeup,30
ATL,100.6,24,93.9,360,39,Four Seam,22
CIN,97.5,29,96,360,26,Sinker,27
KC,102.5,40,92.5,360,25,Four Seam,24
MIN,108.5,23,81.7,360,27,Changeup,25
HOU,101.6,27,93.4,360,33,Four Seam,22
HOU,94.4,26,79.6,359,27,Slider,29
HOU,98.3,35,86.3,359,27,Changeup,29
CLE,103.4,25,81.8,359,25,Curveball,27
TB,96.7,32,89.4,359,31,Changeup,30
TOR,97.9,30,85.7,359,31,Slider,31
ATL,100,38,91.6,359,32,Four Seam,29
SEA,103.6,25,96.9,359,25,Four Seam,28
CHC,101.8,42,88,359,31,Four Seam,25
DET,97.9,30,90.6,359,29,Sinker,29
STL,102.2,25,94.1,359,24,Four Seam,25
SEA,98.1,32,92.3,359,28,Four Seam,32
SEA,100.7,28,94,359,31,Four Seam,29
STL,100.3,34,99.8,359,25,Sinker,24
PIT,94.6,35,93.1,359,30,Four Seam,31
CWS,99,26,86.3,359,36,Cutter,31
TOR,99.2,31,93.3,359,29,Four Seam,25
HOU,100.8,33,95.2,359,39,Four Seam,22
CIN,92.8,30,88.6,359,23,Slider,25
BOS,98.7,37,93.9,359,27,Four Seam,27
TEX,101.7,28,89.4,359,26,Changeup,26
NYM,95.9,34,83.1,359,38,Changeup,28
CLE,96.7,29,75.3,359,26,Changeup,25
LAA,104.6,37,85.8,359,26,Slider,30
MIA,103,39,84.5,359,25,Changeup,30
PHI,98.2,27,87,359,32,Changeup,29
CHC,98.5,28,91.8,359,31,Sinker,26
TEX,106.6,23,82,359,26,Knuckle Curve,26
PHI,95.3,37,85.1,358,30,Curveball,33
TOR,97,34,83.7,358,24,Changeup,24
CIN,99.5,34,94.8,358,27,Sinker,26
OAK,99.7,25,97,358,27,Four Seam,35
WSH,98.7,35,83.8,358,35,Changeup,28
HOU,106.3,20,95.6,358,26,Four Seam,33
CWS,105.7,24,85.7,358,34,Changeup,31
WSH,111.6,39,91.2,358,24,Four Seam,28
CIN,92.1,32,97.9,358,23,Four Seam,25
OAK,102.6,38,88,358,29,Cutter,36
SEA,106.3,33,81.3,358,28,Changeup,30
SF,94.3,28,89.6,358,35,Split-Finger,28
MIA,92.9,30,87.2,358,28,Slider,32
WSH,99.7,31,89.6,358,32,Cutter,31
BOS,116.3,15,87.5,358,32,Slider,33
PIT,103.3,26,94.2,358,26,Four Seam,31
CHC,95.9,36,74.1,358,31,Curveball,30
MIN,105.3,46,95.5,358,28,Sinker,25
MIN,99.9,29,92.7,358,30,Four Seam,25
AZ,99.5,22,94.2,358,31,Four Seam,32
DET,103.2,43,89.5,358,33,Four Seam,30
TOR,101.1,34,88.1,358,29,Slider,25
CLE,101.4,39,87.6,358,27,Changeup,22
NYY,108.2,18,87,358,35,Cutter,28
SD,107.2,20,86,358,32,Cutter,29
HOU,99.9,36,84.1,358,26,Cutter,30
KC,97.6,26,87.1,358,26,Slider,35
WSH,97.2,28,85.6,358,25,Slider,30
WSH,96.6,30,88,358,25,Changeup,31
KC,104.4,43,95.8,357,29,Four Seam,33
CHC,101.4,36,82,357,29,Slider,33
OAK,103.2,34,86.3,357,28,Changeup,24
NYY,98,28,84.5,357,28,Slider,29
SEA,108.4,23,77.4,357,30,Curveball,29
HOU,99,37,78.4,357,25,Slider,35
TEX,105.8,21,91.5,357,25,Four Seam,31
DET,100.6,22,83.3,357,28,Changeup,29
TB,94.9,30,78.8,357,31,Cutter,33
MIN,109.7,24,92.5,357,33,Sinker,32
SEA,94.3,28,85.3,357,39,Sinker,31
AZ,104.6,26,92.1,357,34,Sinker,32
OAK,99.5,24,88,357,29,Cutter,39
NYY,96,31,95.7,357,28,Four Seam,31
MIN,94.8,30,79.5,357,30,Changeup,24
CIN,95.3,39,93,357,27,Four Seam,32
KC,96.3,35,82.6,357,27,Slider,24
MIL,96.9,37,78.2,357,27,Curveball,30
PIT,98.9,28,88.5,357,29,Cutter,28
TOR,105.1,29,93.7,357,30,Sinker,28
TOR,102.4,27,91.2,357,28,Four Seam,25
TB,93.8,34,82.4,357,31,Cutter,28
WSH,95.4,32,74.9,357,35,Slider,28
MIN,101.4,34,96.4,357,28,Sinker,25
MIA,105.4,21,84.1,357,31,Slider,25
MIN,105,44,81.6,357,26,Slider,26
OAK,99.6,40,82.7,356,30,Slider,25
MIL,106.5,43,84.4,356,29,Changeup,30
CHC,105.6,24,92.2,356,27,Four Seam,32
ATL,100.4,34,93,356,39,Four Seam,25
CIN,101.8,25,92.5,356,28,Four Seam,30
PHI,101.5,25,93.2,356,32,Four Seam,25
LAA,98.5,25,82.9,356,30,Slider,25
KC,106.1,17,85.8,356,26,Slider,25
MIN,90.7,31,91.6,356,33,Four Seam,30
LAA,98.7,40,79.4,356,22,Curveball,25
CWS,95.8,31,88.1,356,27,Slider,28
LAA,93.3,30,84.6,356,30,Slider,37
SF,96.9,32,85.6,356,32,Changeup,33
CIN,100.2,32,97,356,24,Cutter,30
SEA,96.3,38,83.1,356,32,Slider,27
WSH,102.5,24,75.5,356,36,Slider,27
TB,98.3,34,71.1,356,31,Curveball,28
WSH,99.8,24,90,356,32,Cutter,32
LAD,101,43,93.6,356,33,Four Seam,24
OAK,98.9,36,86.3,355,28,Slider,22
PHI,92.9,33,80.9,355,25,Slider,31
PIT,103.1,39,90.1,355,33,Four Seam,36
AZ,104.6,25,90,355,37,Cutter,32
TOR,93.6,33,87.3,355,31,Slider,24
PIT,101.5,27,76.5,355,25,Curveball,27
NYY,108.1,23,98.7,355,32,Four Seam,35
CLE,98.9,39,76.3,355,27,Curveball,30
MIN,91.2,33,79.4,355,30,Slider,27
PIT,100.1,39,88.9,355,24,Cutter,32
SEA,96.4,34,93.9,355,31,Four Seam,27
KC,103.5,22,93.7,355,25,Four Seam,25
SEA,98.1,28,90.1,355,30,Four Seam,34
TOR,103.2,42,81,355,27,Slider,30
TB,90.9,29,84.6,355,23,Slider,30
MIL,101,22,91.8,355,29,Sinker,28
AZ,100,27,85.2,355,33,Changeup,30
TOR,114,19,86.3,355,35,Cutter,26
CWS,95.3,37,84,355,28,Slider,38
CWS,103.8,31,93.3,355,30,Four Seam,30
CIN,98.5,31,94.4,355,28,Four Seam,30
SD,104.5,21,90.7,355,30,Sinker,30
LAA,96.1,37,71.6,355,23,Curveball,35
PIT,95.5,38,77.8,355,25,Curveball,27
LAA,101.5,42,87.4,355,28,Split-Finger,28
SD,104.8,42,95.3,355,28,Four Seam,27
ATL,99.2,26,92.3,355,32,Four Seam,25
NYM,106.1,21,87.4,355,30,Sinker,32
CWS,100.2,39,95.4,355,26,Four Seam,28
MIN,99.2,27,95.2,355,34,Four Seam,32
PIT,102.2,25,93.9,355,24,Four Seam,26
WSH,99,26,93.6,355,32,Sinker,29
COL,100.3,41,96.1,355,26,Four Seam,26
STL,97.3,43,56.9,354,40,Other,31
CIN,97.9,34,94.7,354,29,Four Seam,26
BOS,93.5,29,93.2,354,29,Four Seam,23
SEA,98.3,20,91.7,354,28,Four Seam,28
COL,101,33,95,354,27,Four Seam,23
CWS,101.3,41,78.7,354,28,Changeup,24
MIA,99.3,26,84.5,354,25,Slider,27
NYY,102.6,29,93.9,354,30,Four Seam,25
NYM,107,47,81.3,354,30,Slider,23
PHI,106.3,20,82.5,354,35,Slider,31
TB,97.2,29,78.9,354,30,Slider,36
PHI,94.1,29,76.9,354,27,Curveball,30
CIN,100.6,24,86.3,354,26,Slider,28
MIA,103.7,40,84.1,354,25,Slider,32
NYY,96.5,24,82.9,354,30,Changeup,27
LAA,109.7,18,81,354,26,Curveball,22
NYY,105.9,20,96.9,353,27,Four Seam,28
PHI,95.7,24,82.7,353,35,Slider,24
PIT,100.4,29,98.9,353,29,Sinker,35
PIT,102.6,23,91.5,353,26,Changeup,30
NYM,97.3,40,91.3,353,30,Four Seam,28
MIN,98.5,39,88.6,353,29,Slider,28
DET,96.2,30,87.3,353,29,Changeup,31
HOU,95.9,37,75.7,353,29,Curveball,33
WSH,104.5,23,71.4,353,35,Curveball,31
ATL,99.4,34,90.8,353,33,Four Seam,26
AZ,104.9,21,92.2,353,38,Four Seam,26
TEX,94.4,36,95.3,353,28,Four Seam,32
MIA,99.7,43,79.4,353,31,Slider,29
PHI,94.9,30,90.2,353,25,Four Seam,25
MIN,96.9,36,91.5,353,26,Four Seam,25
CLE,96.1,37,87.1,353,27,Cutter,24
DET,102.8,34,90.2,353,28,Sinker,31
CWS,100.5,43,92.5,353,35,Four Seam,29
BOS,94.1,26,94.8,353,26,Four Seam,28
SEA,94.2,38,87.8,353,28,Slider,25
DET,110,22,87.2,353,24,Changeup,29
NYY,106.4,25,92.8,353,30,Four Seam,34
LAA,102.7,45,84.1,353,31,Slider,24
PHI,100.6,39,92.1,353,29,Four Seam,28
AZ,110.3,19,86.5,352,33,Cutter,25
SD,98.3,43,92.9,352,30,Sinker,26
LAA,95.8,42,91.7,352,26,Four Seam,28
SEA,93.5,27,94.8,352,31,Sinker,24
DET,97.1,40,89.5,352,33,Four Seam,24
TB,97.9,37,92.2,352,28,Four Seam,31
MIN,94.6,38,81.2,352,27,Changeup,24
PIT,104.1,45,88.3,352,28,Cutter,28
DET,106.4,18,86.5,352,27,Slider,25
DET,95.8,26,95,352,32,Four Seam,30
MIA,104.5,24,97.7,352,33,Four Seam,31
HOU,92.8,32,82.6,352,33,Slider,30
MIN,97.5,31,89.9,352,29,Slider,30
TOR,96.5,24,84.7,352,24,Changeup,25
TB,111.4,23,93.9,351,29,Four Seam,31
PIT,99.3,28,79.8,351,29,Curveball,33
TOR,93.9,37,86.6,351,31,Split-Finger,32
MIA,98.7,30,90.6,351,32,Cutter,30
SF,105.7,23,85,351,31,Slider,30
STL,98.6,35,76.9,351,24,Curveball,25
CHC,96.6,35,84.6,351,25,Cutter,29
PHI,101.4,36,90.5,351,25,Four Seam,21
NYM,92.6,28,96.6,351,33,Four Seam,31
PIT,93.9,31,92.8,351,25,Four Seam,27
