Versus,Exit_Velocity,Launch_Angle,Pitch_Speed,Distance,Pitcher_Age,Pitch_Type,Batter_Age
LAD,97.5,36,87.7,381,26,Changeup,29
CIN,106.4,31,87.6,381,27,Slider,32
MIN,103.3,34,93.8,381,30,Sinker,34
AZ,96,32,94.9,381,28,Four Seam,32
NYM,108,38,93,381,26,Four Seam,37
PHI,102.2,27,89,381,30,Slider,27
KC,104.6,24,96.3,381,26,Four Seam,32
BAL,103,31,90.9,381,30,Four Seam,28
SEA,99.1,26,95.3,381,25,Four Seam,39
WSH,101.9,33,80.5,381,38,Slider,24
SEA,99.7,36,97.5,381,30,Sinker,25
BOS,100,29,79.8,381,32,Curveball,38
CHC,100.3,28,88.8,381,25,Cutter,27
WSH,104,25,94.5,381,25,Four Seam,36
CHC,102.5,36,88.6,381,28,Slider,27
CHC,102.4,34,89.8,381,31,Four Seam,27
PHI,100.5,32,84.3,381,29,Other,24
MIL,102.5,26,80.6,381,29,Slider,26
CWS,105.1,25,96,381,28,Four Seam,27
NYM,106.7,20,79.3,380,33,Slider,30
ATL,106.2,23,88.7,380,25,Changeup,25
LAA,101.2,25,85,380,31,Slider,26
CLE,106,29,87.3,380,27,Cutter,24
SD,103.4,24,94.2,380,36,Four Seam,31
TB,100.4,37,79.7,380,36,Curveball,32
PHI,101.2,28,85.9,380,29,Cutter,34
WSH,101.7,37,77.2,380,24,Curveball,26
DET,97.3,30,84.6,380,29,Changeup,28
STL,99.9,29,89.8,380,41,Sinker,39
CLE,105.4,37,94.9,380,32,Four Seam,37
BOS,103.3,37,70.1,380,42,Slider,29
NYM,99.4,33,80.8,380,37,Slider,32
TOR,102.1,26,95.2,380,32,Four Seam,31
CLE,99,25,91.4,380,27,Four Seam,30
BOS,99.6,32,94.7,380,23,Sinker,27
TB,105.5,36,86.6,380,36,Cutter,28
NYY,108.7,18,95.9,380,26,Four Seam,27
LAD,104,26,87.3,380,34,Slider,36
NYY,107.2,23,88.3,380,35,Cutter,28
OAK,100.2,36,78,380,28,Curveball,25
LAA,105.9,22,94.4,380,25,Sinker,42
LAA,95.8,30,92.3,380,27,Four Seam,30
BOS,104.6,27,84.7,380,26,Slider,25
STL,103,28,85.9,380,26,Changeup,24
AZ,105.7,24,89.5,380,33,Four Seam,32
OAK,106.3,24,88.4,380,27,Slider,25
PHI,109.5,21,85.7,380,29,Changeup,34
CLE,98,34,85.2,380,27,Cutter,26
TOR,100.8,34,82.7,380,29,Slider,27
AZ,110,23,90.3,380,33,Four Seam,31
SEA,106,21,83.8,380,29,Split-Finger,21
BAL,98.8,29,90.6,380,27,Sinker,31
TB,100.1,32,84.2,380,36,Cutter,26
NYY,106.8,36,94.6,380,31,Four Seam,27
CIN,103,33,85.4,380,27,Changeup,27
MIN,101.9,38,88.4,380,27,Four Seam,27
MIN,99.5,31,88.8,380,30,Four Seam,29
MIL,103.4,20,78.8,380,30,Curveball,29
OAK,98.7,28,83.3,380,28,Slider,32
MIA,102.4,35,87.8,380,28,Slider,30
NYY,96.9,29,87.7,380,28,Cutter,35
DET,104.2,26,82.1,380,29,Changeup,33
ATL,108,33,95.3,380,39,Four Seam,36
PHI,99.8,27,95.2,380,33,Sinker,33
WSH,102.1,31,76.2,380,36,Slider,22
BAL,101.9,25,90.2,380,27,Four Seam,24
STL,100.5,27,92.5,380,28,Slider,27
CWS,101.6,37,84.7,380,30,Slider,28
CLE,100.9,32,75.8,380,26,Changeup,31
MIA,102.6,43,83.7,380,32,Changeup,25
CIN,102.2,26,60.5,380,26,Eephus,33
WSH,102.4,33,83.7,380,25,Curveball,33
LAA,98.4,34,97.4,380,28,Four Seam,26
MIN,97.4,29,78.2,380,30,Slider,30
BOS,100.1,24,86.1,380,32,Slider,29
LAD,102.8,33,91.1,380,33,Four Seam,28
CHC,96.3,30,80.1,380,27,Curveball,28
PIT,97,28,87.2,380,29,Cutter,30
NYY,98,29,84.5,380,31,Slider,32
OAK,106.1,36,91,380,28,Four Seam,32
LAD,101.4,37,85.7,380,25,Cutter,28
PIT,105.2,28,97.2,379,23,Four Seam,28
LAA,98.1,35,86.8,379,22,Split-Finger,38
MIN,99,34,90.2,379,30,Four Seam,25
KC,100.1,30,81.1,379,25,Slider,30
MIA,106.1,38,83.3,379,27,Slider,26
SF,107.6,22,93.1,379,31,Sinker,30
TOR,99.2,30,90.6,379,31,Cutter,23
DET,104.2,32,80.5,379,26,Slider,27
SEA,105.4,20,86.2,379,24,Slider,30
COL,103.6,25,95.2,379,34,Four Seam,31
CIN,99.4,38,83.7,379,24,Curveball,26
CLE,100,29,93.7,379,26,Four Seam,30
CLE,105,28,85.6,379,27,Slider,25
LAA,100.6,26,76.6,379,27,Changeup,30
MIL,98.6,31,83.4,379,30,Slider,31
COL,106.6,25,85.8,379,29,Slider,31
TEX,99.9,27,94.3,379,28,Four Seam,26
BOS,98.7,32,93.6,379,28,Four Seam,29
TEX,104.4,41,83.4,379,25,Cutter,30
HOU,98.1,32,83.9,379,26,Cutter,26
CIN,101.8,34,91,379,28,Four Seam,25
BOS,103.1,35,96.2,379,26,Four Seam,34
LAD,107.3,25,86.2,379,25,Cutter,33
CLE,103.7,27,94.5,379,27,Sinker,31
ATL,101.4,30,94.3,379,24,Four Seam,30
PIT,104.9,32,85.7,379,30,Slider,28
LAD,102.4,36,93.9,379,26,Four Seam,29
SEA,109.3,21,95.4,379,27,Four Seam,36
TOR,99.8,29,96.2,379,31,Four Seam,30
HOU,98.5,24,95,379,26,Four Seam,27
SEA,98.4,34,93.2,379,31,Four Seam,31
HOU,99.9,27,92,379,28,Four Seam,26
HOU,100.3,31,92.6,379,32,Four Seam,28
BAL,97.9,30,75.2,379,26,Curveball,27
TEX,95.4,29,82.6,379,28,Changeup,25
TB,104.3,35,90,379,25,Four Seam,38
CWS,101.4,34,87.3,379,31,Slider,25
BOS,97.4,32,83,379,26,Slider,32
ATL,103.5,25,94.4,379,27,Sinker,30
PHI,101.1,35,91,379,27,Cutter,31
KC,99.9,33,91.4,379,27,Four Seam,31
SF,95.5,35,95,379,31,Four Seam,29
CLE,103.7,25,91.8,379,27,Four Seam,34
PHI,106.4,32,80.6,379,27,Slider,27
BAL,102.3,26,92.6,379,30,Four Seam,30
DET,99,32,79.4,379,24,Curveball,24
ATL,100,36,85.7,379,40,Four Seam,28
NYM,107.3,26,92.3,379,35,Four Seam,32
NYM,98.8,28,84.2,379,30,Slider,30
PHI,110,43,92.4,379,32,Slider,28
COL,98.2,32,80,379,29,Curveball,30
MIN,101.2,25,92.5,379,32,Sinker,28
CIN,109.3,18,82,379,27,Curveball,27
ATL,106.9,41,95.6,379,39,Four Seam,29
KC,103.5,31,95.9,379,27,Four Seam,28
ATL,112.3,21,96.9,379,39,Sinker,33
MIA,96.2,28,98.5,379,27,Sinker,31
LAA,106.2,26,89,379,31,Cutter,28
ATL,101.6,30,92.9,379,32,Four Seam,25
LAD,100.1,31,92.2,379,31,Four Seam,27
SEA,96.2,31,92.7,379,31,Four Seam,24
HOU,100.8,35,92.3,379,27,Four Seam,32
TOR,102.4,36,84.5,379,35,Cutter,35
SD,100.1,35,81.3,379,30,Curveball,25
CWS,99.9,28,85.1,379,31,Changeup,24
AZ,104.2,32,94.7,379,28,Sinker,32
PIT,106.3,21,89.5,379,28,Slider,26
PIT,99.2,36,79.3,379,26,Curveball,32
CLE,101.7,32,81.5,379,27,Slider,24
DET,99.5,28,88.3,379,32,Slider,31
PIT,96.5,30,96,379,29,Four Seam,30
HOU,108.5,22,85.9,379,26,Changeup,28
WSH,102.1,27,99,379,31,Sinker,28
CHC,99.5,24,89.5,379,29,Four Seam,30
OAK,99.5,24,79.7,378,28,Curveball,33
DET,106.4,31,95.3,378,24,Four Seam,30
MIL,103.8,30,94.4,378,36,Four Seam,39
TB,101.5,35,88.3,378,36,Sinker,27
MIA,105.9,36,85.9,378,25,Changeup,26
MIA,110.3,20,94.7,378,25,Four Seam,31
SEA,95.8,32,79.3,378,30,Changeup,24
ATL,97.7,24,89.6,378,29,Cutter,25
PIT,98,31,97.7,378,26,Four Seam,34
ATL,105.2,23,81.2,378,28,Slider,27
CLE,103.7,27,92.7,378,25,Four Seam,31
TEX,97.8,32,84.6,378,31,Slider,23
SEA,106.8,24,87,378,31,Slider,30
NYY,101.5,24,86.2,378,28,Slider,28
BOS,104.2,27,94.6,378,29,Four Seam,32
MIL,108.3,22,85.4,378,27,Changeup,31
OAK,108.4,24,78.2,378,32,Slider,28
DET,107,27,84.8,378,27,Changeup,24
SF,97.4,27,85.1,378,30,Slider,35
WSH,98.5,25,95.1,378,25,Four Seam,29
COL,103,23,96.5,378,31,Four Seam,26
TB,106.5,39,84.9,378,27,Curveball,27
ATL,107,26,94.1,378,27,Sinker,28
MIL,105.9,36,92.3,378,36,Four Seam,30
PIT,101.1,33,84.8,378,26,Slider,29
CHC,105.8,22,82.4,378,25,Slider,26
ATL,101.1,36,95.8,378,39,Four Seam,32
TEX,110.2,23,92.8,378,31,Four Seam,23
MIL,103.9,29,77.1,378,27,Curveball,30
TOR,102,24,95.6,378,31,Four Seam,24
PHI,97.9,25,94.9,378,33,Sinker,33
DET,104.2,34,94.4,378,24,Four Seam,30
KC,108.8,21,98.3,378,27,Four Seam,28
MIA,99.4,37,92.5,378,32,Four Seam,28
TOR,101.3,28,88,378,35,Slider,24
DET,100.4,28,88.8,378,29,Cutter,23
MIL,98,31,99.6,378,36,Four Seam,28
STL,113.6,19,87.9,378,34,Slider,33
TEX,99,32,93.1,378,28,Sinker,28
SF,103.8,26,85.3,378,29,Changeup,32
CWS,109.9,22,93.7,378,30,Four Seam,31
LAA,103.9,34,93.1,378,26,Four Seam,30
TB,102.6,29,86,378,36,Cutter,25
SD,100.9,38,95.1,378,30,Four Seam,32
LAA,107.5,36,95.4,378,31,Four Seam,30
MIL,99.2,26,83.8,378,29,Slider,26
MIL,94.3,28,90.8,378,30,Sinker,29
MIL,116,18,94,378,27,Four Seam,30
ATL,95.8,29,80.1,378,35,Slider,30
CWS,106.2,26,92.2,378,36,Sinker,31
BAL,104.9,23,94.8,378,28,Slider,28
AZ,105,23,80.5,378,28,Slider,32
BAL,99.8,35,85.8,378,32,Changeup,33
NYM,96,32,95.1,378,35,Four Seam,26
LAD,95.4,36,96.1,378,34,Four Seam,26
SD,98.3,38,81.7,378,35,Slider,31
CWS,101.2,22,97.5,378,28,Four Seam,30
LAD,99.7,35,90.2,378,33,Four Seam,28
MIL,100.6,36,93.3,377,27,Four Seam,28
COL,98.3,26,94.4,377,30,Sinker,27
BOS,101.1,37,71.3,377,42,Curveball,30
MIN,98.7,35,80.5,377,30,Changeup,27
SD,106.5,41,93,377,32,Four Seam,32
DET,110.9,19,90.1,377,33,Four Seam,25
BOS,98.5,30,84.4,377,31,Changeup,25
ATL,98.5,28,71.7,377,32,Curveball,23
MIL,101.2,27,90.5,377,30,Cutter,28
OAK,102.9,27,97,377,27,Four Seam,26
KC,103.3,34,82.8,377,23,Slider,25
STL,99.4,33,88.8,377,34,Slider,27
TB,102,25,86.8,377,36,Cutter,28
PHI,101.7,25,94.9,377,31,Four Seam,28
MIN,101.4,27,88.6,377,30,Four Seam,35
HOU,103.8,35,93,377,25,Four Seam,31
NYM,100.7,33,86.3,377,29,Slider,32
PHI,107.3,21,98.9,377,27,Sinker,23
SD,105.8,27,79.3,377,32,Slider,32
CWS,104.1,35,96.8,377,33,Four Seam,30
PIT,107.1,24,92.3,377,25,Sinker,31
KC,102.6,33,94.1,377,26,Sinker,27
MIL,96.2,35,92.5,377,27,Cutter,35
CHC,101.7,22,90.5,377,31,Sinker,33
PHI,101.4,38,79.9,377,32,Slider,32
TOR,107.3,29,91.3,377,35,Four Seam,27
CLE,96.7,32,90.2,377,27,Four Seam,28
BAL,107.3,22,86.5,377,28,Slider,26
MIL,98.5,25,86.4,377,33,Four Seam,30
BAL,103.9,22,90.2,377,27,Sinker,30
SF,102.1,41,92.7,377,32,Four Seam,29
PHI,102.1,37,92.9,377,27,Four Seam,25
MIL,100.1,29,94.1,377,27,Four Seam,36
OAK,100.6,26,93.6,377,28,Four Seam,24
BOS,106.2,32,83.2,377,31,Changeup,33
KC,104.7,21,91.9,377,28,Sinker,28
CLE,102.5,39,93.2,377,24,Slider,26
LAA,106.7,26,91.1,377,26,Four Seam,29
PIT,101.8,26,90.2,377,25,Four Seam,28
MIL,103.7,30,93.3,377,29,Sinker,31
KC,101.3,27,91.2,377,25,Four Seam,32
LAD,99.1,33,93.1,377,28,Four Seam,35
COL,100.2,29,78.3,377,30,Curveball,25
CLE,100.6,35,92.6,377,24,Four Seam,30
TOR,105.9,21,92.9,377,29,Four Seam,26
STL,107.6,24,95.5,377,26,Four Seam,29
LAA,101.3,31,83.8,377,26,Changeup,30
BAL,104.7,21,87.1,376,27,Four Seam,25
CHC,95.9,39,35.1,376,30,Eephus,32
WSH,104.3,41,88.1,376,32,Cutter,29
STL,99.6,26,90,376,34,Sinker,31
MIL,102,27,79.2,376,27,Curveball,30
TEX,102.6,30,93,376,31,Sinker,30
CWS,99.8,32,96.4,376,28,Four Seam,29
OAK,103.8,27,85.3,376,26,Cutter,22
KC,101.9,23,84.8,376,25,Changeup,25
PHI,107.8,37,91.9,376,25,Four Seam,27
NYM,107.3,26,83,376,30,Changeup,25
PHI,100.6,30,78.9,376,35,Curveball,32
LAD,95.3,28,85.4,376,34,Slider,31
NYM,104,21,86.2,376,26,Slider,27
NYY,99,27,78.9,376,32,Knuckle Curve,27
LAA,105.5,21,89.1,376,39,Cutter,22
CLE,103.9,28,92.5,376,27,Four Seam,32
SEA,97.4,34,87.4,376,31,Slider,24
LAD,98.6,34,93.5,376,26,Four Seam,26
PHI,99.9,36,77.9,376,29,Knuckle Curve,31
NYM,103.1,35,87.8,376,33,Cutter,34
PHI,107,21,89,376,35,Sinker,30
BOS,105.2,23,92.7,376,31,Four Seam,30
MIA,103.4,27,93.3,376,28,Four Seam,32
TOR,106.3,24,92.5,376,33,Four Seam,26
CHC,98.5,32,81.8,376,31,Slider,27
BOS,100.8,32,86.5,376,29,Slider,23
SF,102.8,34,86,376,27,Slider,31
HOU,102.7,37,86.2,376,26,Cutter,33
KC,101.6,24,93.4,376,26,Sinker,23
PHI,100.3,29,93.3,376,30,Sinker,23
NYY,101.5,23,87.1,376,35,Cutter,28
NYM,99.2,33,90.7,376,35,Sinker,28
COL,106.6,20,91.1,376,27,Cutter,31
TOR,107.2,26,83.6,376,28,Slider,24
OAK,99.5,33,96.4,376,27,Four Seam,26
DET,101.9,29,81.2,376,26,Changeup,25
NYM,102.1,28,88.7,376,33,Cutter,27
TOR,112.2,18,93.1,376,28,Sinker,24
TOR,101.4,26,95.6,376,28,Four Seam,27
AZ,103.3,23,85.1,376,25,Slider,31
ATL,100.9,29,84.4,376,29,Cutter,26
CHC,104.8,38,93.6,376,32,Four Seam,31
PHI,103.4,23,91.8,376,27,Four Seam,32
NYY,95,27,80.2,376,30,Curveball,23
WSH,104.1,24,82.2,376,33,Slider,26
WSH,98.4,32,84.9,376,25,Slider,25
BAL,102.6,35,93.1,376,30,Four Seam,27
MIA,100.8,24,88.2,376,35,Sinker,34
AZ,99.9,32,93.4,376,34,Four Seam,30
CIN,104.4,20,88,376,26,Slider,28
LAD,96.9,33,96.5,376,34,Four Seam,35
OAK,99.9,38,92.6,375,26,Four Seam,27
CHC,106.1,24,92.6,375,37,Cutter,29
TEX,101,29,95.9,375,31,Four Seam,23
CHC,104.4,21,93.7,375,33,Sinker,35
MIN,103.4,34,91.6,375,32,Four Seam,29
COL,92.6,32,94.4,375,27,Four Seam,32
CWS,105.4,26,83.1,375,28,Slider,24
CIN,99,26,92.6,375,27,Four Seam,28
TB,105.1,23,92,375,25,Slider,33
CLE,101,28,91.7,375,27,Four Seam,27
COL,98.6,25,97.3,375,29,Four Seam,22
COL,98.6,41,92.6,375,30,Sinker,31
NYM,108.7,26,84.1,375,29,Slider,35
CIN,101.7,33,91.4,375,35,Four Seam,26
SD,103.3,22,79.1,375,32,Slider,24
CWS,98.4,24,80.8,375,28,Changeup,24
CWS,97.1,36,85.9,375,36,Cutter,27
CHC,110.6,20,89.3,375,33,Cutter,33
LAA,107.1,22,82.6,375,26,Changeup,34
CLE,94.8,34,88.1,375,27,Cutter,22
WSH,96.7,28,94.2,375,31,Four Seam,26
WSH,105.8,36,93.4,375,25,Sinker,28
LAA,95.7,31,85.3,375,30,Changeup,22
TEX,101.5,24,87.2,375,27,Slider,25
KC,101.6,28,91.2,375,25,Four Seam,31
OAK,97.1,37,80.3,375,32,Slider,34
CIN,103.6,22,95.7,375,26,Four Seam,30
HOU,98.5,30,79.1,375,26,Slider,26
MIA,99.7,30,96.4,375,26,Four Seam,32
WSH,98.6,34,87.9,375,29,Cutter,27
MIN,97,29,92.1,375,33,Four Seam,28
NYY,101.7,29,81.1,375,30,Curveball,22
WSH,110.6,24,87.9,375,25,Changeup,29
CIN,101.5,36,82.8,375,35,Changeup,28
LAA,97.9,28,93.2,375,31,Four Seam,29
TOR,113.4,17,85.6,375,33,Changeup,30
STL,98.1,39,48.7,375,42,Curveball,26
CLE,97.9,22,89,375,27,Cutter,25
ATL,109.6,21,90.2,375,39,Sinker,24
NYY,110.3,19,94.9,374,28,Four Seam,23
KC,102.8,22,83,374,23,Slider,29
PHI,100.7,26,94.2,374,29,Four Seam,21
PHI,103.3,27,90.6,374,32,Slider,23
HOU,97.7,31,95.2,374,25,Four Seam,31
CWS,100.3,29,95.8,374,32,Sinker,29
SEA,98.9,33,83.6,374,28,Changeup,31
NYM,100.4,38,93.7,374,27,Four Seam,27
SEA,99.8,29,81.9,374,23,Slider,27
MIL,99.3,33,80.3,374,31,Curveball,23
SD,99.8,37,85.2,374,36,Cutter,27
PIT,103.3,36,92.4,374,29,Sinker,31
OAK,99.3,30,81.6,374,33,Curveball,28
KC,102.5,24,84,374,26,Slider,30
AZ,96.4,35,91.5,374,33,Four Seam,28
CWS,106.8,21,94.2,374,35,Four Seam,28
TOR,103,30,80.8,374,24,Slider,31
TOR,100.3,37,84,374,28,Changeup,23
DET,107.4,36,91.9,374,29,Four Seam,30
AZ,100,38,76.6,374,33,Curveball,32
WSH,100.1,38,83.1,374,38,Changeup,22
CLE,103.3,29,80.9,374,27,Knuckle Curve,33
BOS,100,38,77.1,374,29,Knuckle Curve,37
OAK,109.8,25,87.9,374,26,Four Seam,31
MIN,102.1,28,85.3,374,25,Changeup,30
MIL,97.1,40,84.7,374,29,Curveball,24
LAD,98.8,24,81.5,374,33,Changeup,25
MIA,105.1,38,94.6,374,31,Four Seam,29
SEA,103.3,24,79.3,374,30,Changeup,25
ATL,100.8,29,85.3,374,27,Curveball,31
LAD,102.2,39,90.4,374,34,Four Seam,31
KC,99.6,29,95.4,374,28,Four Seam,37
COL,105.1,22,92.3,374,29,Four Seam,42
MIL,105.3,19,86.6,374,28,Slider,25
HOU,98.7,26,88.4,374,32,Cutter,31
NYM,103.2,22,94.3,374,30,Sinker,33
COL,97.9,36,81.6,374,25,Slider,27
STL,97.5,34,88.5,374,34,Slider,27
TB,95.1,35,81.5,374,34,Slider,33
COL,97.9,25,83.8,374,27,Knuckle Curve,27
PHI,102.8,23,95,374,27,Sinker,30
MIL,101.4,33,84.2,374,33,Four Seam,35
SF,97.5,33,99.6,374,25,Cutter,28
SF,97.7,30,85,374,27,Slider,40
CHC,100.8,26,83.3,374,36,Cutter,32
TEX,106,24,80.5,374,28,Slider,22
WSH,104.7,37,97.2,373,30,Four Seam,25
CWS,104.4,24,84.2,373,28,Slider,25
WSH,96.1,36,93.6,373,32,Sinker,33
SD,102,22,77.9,373,28,Slider,39
ATL,102,22,67.9,373,30,Other,27
CHC,105.6,38,82.5,373,27,Curveball,31
LAD,107.1,20,86.4,373,26,Slider,22
AZ,102.6,39,91.5,373,38,Four Seam,28
WSH,96.7,31,83.8,373,33,Slider,38
CIN,99.5,27,92.2,373,28,Four Seam,32
SF,98.7,29,62.7,373,32,Slider,30
NYM,101.4,30,93.9,373,27,Sinker,26
NYY,104.9,33,95,373,31,Four Seam,30
ATL,95.1,35,85.8,373,28,Slider,27
COL,111.1,22,91.1,373,34,Cutter,26
LAA,108.7,22,90.4,373,35,Sinker,25
COL,102.8,19,86.1,373,27,Slider,33
SD,101.2,38,79.4,373,38,Slider,28
BOS,94.8,32,73.8,373,31,Curveball,28
KC,99.7,21,84.4,373,30,Slider,26
CHC,102.7,26,91,373,31,Cutter,24
MIN,107.1,43,88.2,373,34,Slider,32
SF,98.4,26,95.8,373,30,Four Seam,30
MIL,100.3,35,79.5,373,32,Slider,24
AZ,96.3,32,92.7,373,34,Cutter,32
DET,103.5,35,89.9,373,28,Four Seam,38
KC,108.4,23,81.9,373,25,Slider,28
MIN,102.3,26,92.1,373,26,Four Seam,29
PHI,100.5,27,97.5,373,28,Four Seam,24
BAL,99.4,31,79.6,373,32,Slider,29
TB,101.6,33,90.7,373,27,Cutter,25
SEA,98.5,34,95.9,373,25,Four Seam,25
DET,98.9,27,82.9,373,24,Slider,24
CHC,99.7,22,93.3,373,33,Sinker,42
LAA,100.8,41,90.5,373,26,Four Seam,32
LAD,106.6,28,94.3,373,27,Four Seam,30
AZ,103.7,22,94.2,373,27,Four Seam,24
CIN,98.1,40,83.6,373,24,Slider,31
SEA,98.9,35,79.7,373,30,Changeup,29
CIN,98.1,29,95.7,373,25,Sinker,23
DET,99.2,29,85.2,373,32,Changeup,28
ATL,104,26,95,373,24,Four Seam,32
AZ,105.2,24,79.2,373,29,Changeup,38
SEA,101.3,27,88,373,30,Four Seam,25
BAL,101.1,35,93,373,26,Four Seam,31
BAL,93.5,32,97.1,373,26,Four Seam,39
CLE,102.7,29,95.5,373,26,Four Seam,28
DET,108.7,20,83.4,372,26,Slider,29
SEA,96.7,31,85,372,31,Slider,30
SD,100.4,22,97.1,372,28,Sinker,28
NYY,101.1,41,95.2,372,26,Four Seam,23
CWS,107.3,22,94,372,28,Four Seam,31
CWS,101.3,33,92.6,372,28,Four Seam,32
OAK,96.6,29,88.2,372,28,Four Seam,28
CWS,111,21,96.3,372,28,Four Seam,32
CIN,101.9,30,90.7,372,36,Sinker,30
BAL,97.1,31,88.7,372,27,Split-Finger,30
CIN,102,34,93.4,372,27,Four Seam,31
CIN,96.3,31,85.6,372,35,Changeup,29
LAD,96.8,29,86.3,372,34,Slider,26
OAK,100.5,36,90.9,372,27,Cutter,28
TEX,100.3,37,91,372,25,Four Seam,28
TEX,99.5,25,83.8,372,31,Changeup,24
SD,103.6,29,93.7,372,32,Four Seam,30
BOS,98.5,26,86.4,372,26,Cutter,27
NYY,97.6,37,93.6,372,31,Four Seam,28
CWS,112.3,16,96.1,372,27,Four Seam,31
TB,101.3,37,79.2,372,30,Changeup,27
SF,101.1,36,83.9,372,27,Changeup,30
SEA,111.1,24,85.4,372,30,Cutter,27
BOS,105.6,22,95.9,372,32,Four Seam,32
LAD,96.5,33,81.4,372,26,Curveball,32
MIN,94.6,33,77.7,372,27,Other,34
TOR,106.6,24,93.7,372,28,Sinker,30
COL,105.2,40,95.8,372,27,Four Seam,31
MIL,101.4,33,81.8,372,29,Slider,28
BAL,101.4,35,95.2,372,28,Four Seam,30
DET,98.9,32,76.9,372,24,Curveball,24
CLE,101.5,35,85.3,372,27,Cutter,25
LAA,105.6,23,96.2,372,30,Four Seam,26
CIN,99.6,22,91.2,372,27,Four Seam,29
BAL,105.9,24,82.3,372,26,Changeup,24
NYM,95.5,27,92.9,372,35,Four Seam,31
BAL,101.4,22,79.9,372,32,Slider,39
LAD,97.7,40,79.4,372,33,Changeup,35
ATL,101.5,33,92.6,372,39,Sinker,31
LAA,103.6,38,78.1,372,26,Curveball,29
CLE,99.9,32,94,371,25,Sinker,26
OAK,104.2,31,96.3,371,31,Four Seam,27
CIN,101.4,25,85.4,371,35,Changeup,42
DET,106.5,21,95.6,371,32,Four Seam,30
TB,96.7,36,95.4,371,32,Four Seam,22
COL,108.3,43,88.8,371,29,Four Seam,35
NYM,103.1,24,93.3,371,33,Sinker,25
NYY,100.4,26,96.6,371,28,Four Seam,26
KC,105.3,42,80.1,371,25,Changeup,32
LAA,101.5,25,94.7,371,24,Four Seam,25
SEA,101.9,35,76.8,371,35,Curveball,28
NYY,97.7,37,86.2,371,29,Slider,23
NYM,108.5,22,91,371,30,Four Seam,25
TEX,96.5,32,88.6,371,26,Cutter,33
TOR,99.5,28,94.7,371,28,Four Seam,25
SD,96.4,36,82.6,371,30,Slider,25
OAK,101.9,39,79.8,371,30,Slider,29
OAK,101.6,36,74,371,28,Curveball,32
PIT,99.3,29,94.4,371,29,Sinker,31
TB,96.6,38,94.1,371,31,Four Seam,24
WSH,103.6,25,84.2,371,25,Split-Finger,25
AZ,99.5,37,77.9,371,29,Split-Finger,31
SEA,108.3,17,79.7,371,24,Curveball,27
SD,98.1,33,96.4,371,30,Four Seam,30
NYY,96.3,29,96.5,371,28,Four Seam,33
STL,98.1,33,84.8,371,31,Slider,31
BOS,98.7,26,83.2,371,27,Slider,29
SD,98.9,21,83,371,28,Slider,34
CHC,100.2,29,93.4,371,28,Four Seam,25
HOU,108.4,40,94,371,25,Four Seam,26
LAD,101.8,41,61.8,371,30,Other,30
SEA,98.3,38,89,371,30,Changeup,31
KC,99.8,38,73.1,371,39,Curveball,25
SD,102.4,42,89.2,371,30,Sinker,31
CHC,101.5,37,93,371,32,Four Seam,28
SD,105.7,23,81.7,371,30,Slider,31
BOS,106.1,42,88.2,370,24,Cutter,27
STL,98.1,29,78,370,31,Curveball,32
SD,100.7,35,90.2,370,38,Sinker,30
DET,98.4,32,86.8,370,32,Slider,29
NYM,99.4,28,90.4,370,30,Four Seam,35
NYY,98.1,34,92.2,370,32,Cutter,29
AZ,101.9,29,94.7,370,29,Four Seam,28
BOS,96.3,29,93.7,370,27,Sinker,31
HOU,104.2,41,93.7,370,26,Four Seam,27
PIT,98.8,28,86.1,370,33,Changeup,34
COL,102.1,24,96.5,370,27,Four Seam,36
PHI,99.7,27,92.7,370,28,Sinker,28
CHC,97.2,24,84.2,370,31,Cutter,33
MIL,95.9,32,84.3,370,28,Slider,30
SD,101.7,24,46.2,370,27,Eephus,31
OAK,95.1,33,85.5,370,28,Changeup,28
BAL,103.5,26,91,370,27,Sinker,27
PHI,108.9,25,91.2,370,25,Four Seam,26
WSH,98.6,37,80.2,370,35,Slider,32
TOR,102.3,24,96.7,370,32,Four Seam,21
CLE,100.5,25,89.3,370,27,Cutter,30
AZ,99.6,31,79,370,27,Knuckle Curve,23
MIL,105.6,27,84.1,370,27,Slider,32
HOU,100.2,32,79.6,370,25,Slider,27
NYM,99.9,31,92.3,370,30,Four Seam,21
ATL,96.8,28,85.9,370,28,Slider,24
NYM,111,23,93.4,370,33,Sinker,26
MIN,96.3,27,84.1,370,30,Cutter,33
MIL,98.4,28,90.3,370,27,Four Seam,34
DET,103.3,34,85.3,370,27,Slider,31
NYM,105.1,34,93.7,370,33,Four Seam,31
WSH,94.2,32,80.2,370,31,Curveball,25
SEA,100.7,35,94.8,370,25,Four Seam,33
BAL,103.6,30,92.7,370,32,Four Seam,37
COL,98.5,26,93.5,370,26,Sinker,26
CIN,110.9,21,85.1,370,26,Changeup,32
NYY,105.2,36,97.3,370,32,Four Seam,27
MIN,99,36,87.7,370,31,Split-Finger,27
PHI,98.6,26,94.1,370,29,Four Seam,23
STL,99.2,27,79.9,370,34,Changeup,27
HOU,106.3,19,76.2,370,27,Curveball,28
SEA,101.6,29,97.4,370,23,Four Seam,29
CIN,101.7,36,90.3,370,26,Changeup,29
BAL,102.2,41,91.1,370,32,Four Seam,28
TEX,103.6,41,80,370,36,Curveball,25
SD,107.4,28,94.5,370,30,Four Seam,29
