Name,State,Prog Length,School Type,2018_Drate,2017_Drate,2016_Drate
OHIO STATE SCHOOL OF COSMETOLOGY,OH,4,3,0,12.1,4.1
SEMINARIO EVANGELICO DE PUERTO RICO,PR,8,2,4.8,3.2,5.1
NORTH-WEST COLLEGE,CA,3,3,4.2,0.6,0.5
CONCORDIA UNIVERSITY OF EDMONTON,FC,8,6,0,0,0
HAIR ACADEMY THE,TN,3,3,17.5,22.5,16.6
HILLSDALE BEAUTY COLLEGE,MI,3,3,3.3,3.5,8.6
SPARTAN COLLEGE OF AERONAUTICS & TECHNOLOGY,CA,5,3,3.9,0.7,4.3
SOUTH BAYLO UNIVERSITY,CA,8,2,2.4,4.3,5.4
NEW YORK COLLEGE OF HEALTH PROFESSIONS,NY,8,2,8.7,9.8,9.4
NEW YORK ACADEMY OF ART (THE),NY,8,2,3.5,4.7,5.8
OCEAN CORPORATION (THE),TX,3,3,20,21.3,12.8
AVEDA ARTS & SCIENCES INSTITUTE COVINGTON,LA,3,3,18.2,22.7,22.6
OPELOUSAS SCHOOL OF COSMETOLOGY,LA,3,3,27.6,22.7,15.2
NORTHWEST COLLEGE OF ART & DESIGN,WA,6,3,7.9,2.5,15.1
CENTRAL COAST COLLEGE,CA,5,3,2.5,9.3,15
"CRAVE BEAUTY ACADEMY,LLC",KS,3,3,18,11.8,15.8
OREGON COLLEGE OF ORIENTAL MEDICINE,OR,8,2,0,0,5
LORAIN COUNTY JVS ADULT CAREER CENTER,OH,3,1,9.3,16.6,8.3
CENTER FOR ADVANCED LEGAL STUDIES,TX,5,3,7.6,11.1,7.1
PAUL MITCHELL THE SCHOOL WICHITA,KS,3,3,12.5,15.1,11.4
TRICOCI UNIVERSITY OF BEAUTY CULTURE,IN,3,3,8.9,16.6,4.2
PAUL MITCHELL THE SCHOOL BOISE,ID,3,3,4.3,7.2,6.1
NEOSHO BEAUTY COLLEGE,MO,3,3,15.1,10.4,6.4
EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE,CA,8,3,0,2.3,1.5
VALLEY COLLEGE,WV,6,3,10.3,11.7,22.5
XENON INTERNATIONAL ACADEMY II,NE,4,3,2.6,7,8.2
DUBLIN CITY UNIVERSITY,FC,8,5,4.7,3.5,0
KING'S UNIVERSITY (THE),FC,6,6,0,25,""
"SALON PROFESSIONAL ACADEMY - MELBOURNE, THE",FL,3,3,8.8,2.2,3.3
COLLEGE OF COURT REPORTING,IN,5,3,5.4,10,6.2
JEAN MADELINE AVEDA INSTITUTE,PA,3,3,13,20.1,16.3
SHEAR EGO INTERNATIONAL SCHOOL OF HAIR DESIGN,NY,3,3,6.4,4.6,6.9
DENHAM SPRINGS BEAUTY COLLEGE,LA,3,3,0,2.2,4.4
SANDUSKY CAREER CENTER,OH,4,1,2.2,12,16.4
ACADEMY OF COSMETOLOGY,MT,4,3,7.5,12.8,18.6
CAREER COLLEGE OF NORTHERN NEVADA,NV,5,3,14.9,21,22
SOUTHWEST ACUPUNCTURE COLLEGE,NM,8,3,2.6,3.2,6.6
PARADISE VALLEY COMMUNITY COLLEGE,AZ,5,1,10.5,14.4,14.5
WELCH COLLEGE,TN,8,2,9.3,9.3,5
HAIRMASTERS INSTITUTE OF COSMETOLOGY,IL,3,3,18.1,16.6,25.8
KENTUCKY MOUNTAIN BIBLE COLLEGE,KY,6,2,5.3,7.4,5.8
ARKANSAS BEAUTY SCHOOL- LITTLE ROCK,AR,3,3,4.2,16.2,6.4
GEORGIA CAREER INSTITUTE,GA,3,3,13.3,19.1,13.6
DETROIT BUSINESS INSTITUTE - DOWNRIVER,MI,3,3,0,2.2,3.4
IBMC COLLEGE,CO,5,3,16.9,16.5,16.6
FRONTIER NURSING UNIVERSITY,KY,8,2,1.1,1.4,1.9
HOT SPRINGS BEAUTY COLLEGE,AR,3,3,8.6,7.2,6.4
CORTIVA INSTITUTE,FL,5,3,15,15.9,9.3
BRILLARE BEAUTY INSTITUTE,TN,3,2,20.9,18.7,26.1
NUVANI INSTITUTE,TX,3,3,51.6,25.7,25
CRESCENT CITY SCHOOL OF GAMING & BARTENDING,LA,3,3,11.3,17.3,15
PAUL MITCHELL THE SCHOOL ROANOKE,VA,3,3,11.7,10.7,28.1
"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",CA,8,1,3.3,4.2,3.5
FORTIS INSTITUTE,PA,5,3,18.7,21,22.8
FORTIS INSTITUTE,PA,5,3,16.1,19.5,20.1
UCAS UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,3,3,7.6,6.4,14.1
UNIVERSITY OF BUCKINGHAM,FC,8,6,0,"",16.6
PLATT COLLEGE,CO,6,3,3.3,5.4,6.6
ALLIANCE CAREER CENTER,OH,3,1,8.3,24.4,21.1
EHOVE CAREER CENTER,OH,3,1,11.9,15.3,17.8
UNIVERSITY OF PUERTO RICO CAROLINA REGIONAL COLLEGE,PR,6,1,10.6,7,2.7
BENE'S CAREER ACADEMY,FL,3,3,10.2,12.9,1.9
PCI HEALTH TRAINING CENTER,TX,3,3,10.7,17.2,14
CAPSTONE COLLEGE,CA,3,3,10.3,2.7,18.1
NUVANI INSTITUTE,TX,3,3,28.2,28.3,15.2
ARKANSAS TECHNICAL SCHOOL,AR,3,3,20.3,23.4,20.8
MADISON ADULT CAREER CENTER,OH,4,1,9.3,4.3,5.2
MECH TECH COLLEGE,PR,5,3,0.7,2.6,0
DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,8,2,6.4,10.3,5.7
DAWN CAREER INSTITUTE,DE,3,3,5.4,7.8,9.2
REMINGTON COLLEGE,TX,8,2,14.4,18.1,14.2
BLADES SCHOOL OF HAIR DESIGN,MD,3,3,18,23.2,24
BLALOCK'S PROFESSIONAL BEAUTY COLLEGE,LA,3,3,16.6,16.6,14.2
AVALON SCHOOL OF COSMETOLOGY,CO,3,3,14.8,5.7,8.1
PACIFIC COLLEGE OF HEALTH AND SCIENCE,CA,8,3,5.3,9.6,9
TRINITY COLLEGE OF FLORIDA,FL,6,2,11.3,16.6,2.4
UNIVERSITY OF KEELE,FC,8,5,0,0,0
UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,FC,8,5,2.4,3.4,3.3
OGEECHEE TECHNICAL COLLEGE,GA,5,1,9.5,14.9,15.8
DIESEL DRIVING ACADEMY,LA,2,3,12.9,14.3,9.2
SCHOOL OF AUTOMOTIVE MACHINISTS & TECHNOLOGY,TX,5,3,0,1.5,0
KC'S SCHOOL OF HAIR DESIGN,MS,3,3,26.6,21.2,23.9
MANCHESTER METROPOLITAN UNIVERSITY (THE),FC,8,5,7.8,7.3,12.5
CONSERVATORY OF RECORDING ARTS & SCIENCES,AZ,3,3,12.5,15.7,18.2
OWENSBORO COMMUNITY & TECHNICAL COLLEGE,KY,5,1,12.6,16.3,15.8
TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,3,3,7.8,7.8,12.5
SOUTHERN CAREERS INSTITUTE,TX,5,3,7.5,19.5,24.3
LAS POSITAS COLLEGE,CA,5,1,2.3,6.2,4.2
NATIONAL AVIATION ACADEMY,FL,11,3,6,8.8,1.6
HODGES UNIVERSITY,FL,8,2,5.7,7.8,10.5
FREMONT COLLEGE,CA,8,3,9.8,3.5,15.1
CARRINGTON COLLEGE,OR,5,3,11.3,14.8,12.1
THOMAS MORE COLLEGE OF LIBERAL ARTS,NH,6,2,1.3,3.6,4.2
NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,8,3,3.6,5.9,8
UNIVERSITY OF EAST LONDON,FC,8,5,3.2,3.7,1.7
AUBURN CAREER CENTER,OH,3,1,16.9,27.6,13.3
ADLER GRADUATE SCHOOL,MN,8,2,1.1,2.9,4.9
KENNETH SHULER SCHOOL OF COSMETOLOGY & HAIR DESIGN,SC,3,3,10.6,6.5,4.8
GENESIS CAREER COLLEGE,TN,3,3,6.3,9.7,15.1
MIDWEST COLLEGE OF ORIENTAL MEDICINE,WI,8,3,2.1,8.6,6.4
PLATT COLLEGE,CA,6,3,4.8,6.4,4.8
NORTHWEST ARKANSAS COMMUNITY COLLEGE,AR,5,1,12.5,14.4,13.8
MODERN TECHNOLOGY SCHOOL,CA,4,3,5.6,9.3,6.5
TEXAS SOUTHMOST COLLEGE,TX,5,1,0.5,6.6,11.6
PAUL MITCHELL THE SCHOOL RICHLAND,WA,3,3,10.1,11.8,3.2
PAUL MITCHELL THE SCHOOL BRADLEY,IL,3,3,5,5.6,8
BRYAN UNIVERSITY,MO,8,3,12.7,16.2,12.2
SOUTHEASTERN TECHNICAL COLLEGE,GA,5,1,13.4,18.2,13.5
INTELLITEC COLLEGE,CO,5,3,13.1,20,18.5
UNIVERSITY OF SYDNEY,FC,8,5,4.8,6,8.3
INSTITUTE OF TECHNOLOGY,CA,5,3,15.1,20.7,17.8
RAPHAEL'S SCHOOL OF BEAUTY CULTURE,OH,4,3,4.6,12.2,12.1
OHIO MEDIA SCHOOL,OH,3,3,21.3,26,25.4
SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY,MO,3,1,2.7,9,5.2
ALLEN COLLEGE,IA,8,2,1.3,0.4,0.8
SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCE,MO,6,2,2,2.3,6
COLLEGE OF BUSINESS & TECHNOLOGY,FL,6,3,10,10.8,9.5
MOUNT CARMEL COLLEGE OF NURSING,OH,8,2,2,2.8,3.7
CHANDLER - GILBERT COMMUNITY COLLEGE,AZ,5,1,7,9.9,9.1
DCI CAREER INSTITUTE,PA,3,3,7.1,2.9,10.1
UNIVERSITY OF DEBRECEN,FC,8,5,0,0,""
EAST WEST COLLEGE OF THE HEALING ARTS,OR,3,3,3.2,8,6.2
TWIN CITY BEAUTY COLLEGE,MI,3,3,3.2,6.3,10
SOUTHWESTERN COLLEGE,NM,8,2,1.7,0,0
BEULAH HEIGHTS UNIVERSITY,GA,8,2,12,15.6,8.8
PAUL MITCHELL THE SCHOOL MISSOURI COLUMBIA,MO,3,3,3,10.8,13.3
MIAMI MEDIA SCHOOL,FL,5,3,26.7,29.1,12.9
VANCOUVER SCHOOL OF THEOLOGY,FC,8,6,0,0,""
CAMEO BEAUTY ACADEMY,IL,3,3,3.5,5.2,6.8
UNIVERSITA COMMERCIALE LUIGI BOCCONI,FC,8,6,8.5,10.5,11.1
ETI TECHNICAL COLLEGE OF NILES,OH,5,3,10,22.7,21.7
NORTH CENTRAL INSTITUTE,TN,5,3,25.7,30,27.2
CITY COLLEGE,FL,5,3,5.4,11,3.9
DELAWARE CHENANGO MADISON OTSEGO BOCES,NY,3,1,12.5,11.4,12
YTI CAREER INSTITUTE - ALTOONA,PA,5,3,8.4,15,18.1
MYOTHERAPY COLLEGE OF UTAH,UT,3,3,7.6,18.1,5
OZARKS TECHNICAL COMMUNITY COLLEGE,MO,5,1,10.8,17.4,18.4
GALEN HEALTH INSTITUTES,KY,8,3,7.1,8.8,8
HEARTLAND COMMUNITY COLLEGE,IL,5,1,11.8,14,14.4
UNIVERSITY OF LIMERICK,FC,8,5,4.6,0,0
VALLEY COLLEGE,WV,3,3,13.6,14.5,23.2
VENTURA ADULT AND CONTINUING EDUCATION,CA,3,1,16.2,0,15.1
ROYAL CONSERVATOIRE OF SCOTLAND,FC,8,5,6.9,13.6,12.1
GEORGIA INSTITUTE OF COSMETOLOGY,GA,3,3,16,19.8,17.7
HERITAGE BIBLE COLLEGE,NC,6,2,11.2,9.7,13.8
SHARP'S ACADEMY OF HAIRSTYLING,MI,3,3,1.9,3.5,5.1
LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE,PA,8,2,0.7,0.7,0.4
REGENT UNIVERSITY,VA,8,2,7.1,6.5,5.6
UNIVERSITY OF WOLLONGONG,FC,8,5,5.8,0,0
POZNAN UNIVERSITY OF MEDICAL SCIENCES,FC,8,5,12.1,8.5,7.3
NOTTINGHAM TRENT UNIVERSITY,FC,8,5,6.6,6.6,5.5
MESSENGER COLLEGE,TX,6,2,10,28.3,31.6
INDUSTRIAL MANAGEMENT & TRAINING INSTITUTE,CT,3,3,8.1,7.4,7.5
BOND UNIVERSITY,FC,8,6,3.8,2.4,0
ASA COLLEGE,NY,6,3,14.4,16.7,13.9
ESSEC BUSINESS SCHOOL,FC,8,6,0,6.2,6.6
MERCY COLLEGE OF OHIO,OH,8,2,2.5,4,5.6
CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION,CA,4,3,11.6,8.6,17.7
ST. JOHN'S COLLEGE,IL,8,2,0,3.5,0
YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,CA,8,2,2.5,0,3.5
CAREER TECHNOLOGY CENTER OF LACKAWANNA COUNTY,PA,3,1,8.9,2.1,6.2
MILAN INSTITUTE,CA,3,3,11.4,14.1,11.8
PARAMOUNT BEAUTY ACADEMY,OH,4,3,3.3,19.5,12.2
COCONINO COUNTY COMMUNITY COLLEGE,AZ,5,1,11,12.5,13.8
CARROLL COMMUNITY COLLEGE,MD,5,1,9.9,6.8,7.2
LUTHER RICE COLLEGE & SEMINARY,GA,8,2,6.1,4.9,3.7
NEW DIMENSION SCHOOL OF HAIR DESIGN,MO,3,3,6.3,4.4,1.8
GRANITE STATE COLLEGE,NH,8,1,8.6,10.2,9.7
ILLINOIS MEDIA SCHOOL,IL,3,3,15.8,16.7,17.7
TRINITY BAPTIST COLLEGE,FL,8,2,9.1,20.4,7.6
"RIVERTOWN SCHOOL OF BEAUTY, BARBER, SKIN CARE AND NAILS",GA,3,3,3.6,7.9,2.9
MORGANTOWN BEAUTY COLLEGE,WV,4,3,4.6,10.1,3.8
AMERICAN UNIVERSITY OF ROME,FC,8,6,8.6,5.7,9.3
ROBERT GORDON UNIVERSITY,FC,8,5,0,0,0
JNA INSTITUTE OF CULINARY ARTS,PA,5,3,6.9,11.1,18.4
SOUTHERN SCHOOL OF BEAUTY,OK,3,3,9.3,12.2,10
SHAWSHEEN VALLEY SCHOOL OF PRACTICAL NURSING,MA,3,1,15.7,20.5,20.5
CAROLINAS COLLEGE OF HEALTH SCIENCES,NC,5,1,2.3,4.6,3.3
CAREER TECHNICAL INSTITUTE,DC,5,3,15.7,25.3,22.4
ATLANTA INSTITUTE OF MUSIC AND MEDIA,GA,5,3,13.6,12.5,21.8
BAPTIST HEALTH COLLEGE LITTLE ROCK,AR,5,2,2,5.3,4.3
MISSOURI STATE UNIVERSITY - WEST PLAINS,MO,5,1,18.1,21.4,17.9
FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY,LA,8,2,3.2,5.1,7.4
SENTARA COLLEGE OF HEALTH SCIENCES,VA,8,2,1.7,0.5,2.4
SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,AZ,8,2,1,2.6,3.2
SUMMIT COLLEGE,CA,3,3,20.5,21.6,20.9
EVERGLADES UNIVERSITY,FL,8,2,11.8,13.3,10.7
SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,NC,6,3,8,10,10.3
ASPIRA CITY COLLEGE,PA,5,2,8.4,7.8,8.8
DONGGUK UNIVERSITY LOS ANGELES,CA,8,2,2.3,6.3,5.8
PONCA CITY BEAUTY COLLEGE,OK,3,3,33.3,32.1,30.4
AVIATION INSTITUTE OF MAINTENANCE,PA,4,3,2.8,20.9,18.5
BAKKE GRADUATE UNIVERSITY,TX,8,2,3.7,3.2,6.2
HOUSE OF HEAVILIN BEAUTY COLLEGE,MO,3,3,5.3,6.5,7.3
DEWEY UNIVERSITY,PR,8,2,19.5,16.3,7.1
UEI COLLEGE,CA,3,3,11.5,11.8,13.2
SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,6,3,2.4,2.4,5.4
PRAXIS INSTITUTE,FL,5,3,7.5,8.5,7.5
ARIZONA COLLEGE,AZ,6,3,14,21.3,23.2
MOTORING TECHNICAL TRAINING INSTITUTE,MA,3,3,14,14,15
GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES,NY,3,1,7.3,12,17.2
ADVENTHEALTH UNIVERSITY,FL,8,2,2,3.2,2.2
ASHLAND COUNTY - WEST HOLMES CAREER CENTER - ADULT EDUCATION,OH,3,1,8.5,10.8,5.1
NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE),NY,5,3,13.8,9.3,12.7
EASTERN INTERNATIONAL COLLEGE,NJ,6,3,1.5,2.6,2.8
YORK COUNTY COMMUNITY COLLEGE,ME,5,1,13.5,14.5,14.6
SOUTHEASTERN COLLEGE,FL,6,3,9,8.7,4.2
NORTHWESTERN TECHNOLOGICAL INSTITUTE,MI,3,3,6.5,8.1,5.9
PAUL MITCHELL THE SCHOOL - LITTLE ROCK,AR,3,3,10.1,15.9,17.6
MIAMI AD SCHOOL,FL,5,3,10.3,13.3,8.8
PREMIERE CAREER COLLEGE,CA,6,3,2,2.3,4.5
AVIATION INSTITUTE OF MAINTENANCE,VA,11,3,4.6,16.3,20.8
PACIFICA GRADUATE INSTITUTE,CA,8,3,3,2.6,3.4
ADVANCED TECHNOLOGY INSTITUTE,VA,5,3,19.1,24.5,21.8
COLLEGE OF HEALTH CARE PROFESSIONS (THE),TX,6,3,7.6,13.2,10.7
DELAWARE COUNTY TECHNICAL SCHOOL,PA,3,1,6.8,6.2,7.1
NATIONAL LATINO EDUCATION INSTITUTE,IL,3,2,18.7,14.2,16.3
FOND DU LAC TRIBAL & COMMUNITY COLLEGE,MN,5,1,16.3,21.7,19.1
FIVE BRANCHES UNIVERSITY,CA,8,3,1.5,1.3,3.2
AMERICAN COLLEGE OF HEALTHCARE AND TECHNOLOGY,CA,4,3,16.8,16,25.1
UNIVERSITY OF TECHNOLOGY SYDNEY,FC,8,5,6.6,9,8.3
AMERICAN COLLEGE OF ACUPUNCTURE & ORIENTAL MEDICINE,TX,8,3,0,0,0
OCONEE FALL LINE TECHNICAL COLLEGE,GA,5,1,6,15.5,24.6
ESTRELLA MOUNTAIN COMMUNITY COLLEGE,AZ,5,1,9,13.6,15
AOMA GRADUATE SCHOOL OF INTEGRATIVE MEDICINE,TX,8,3,2.3,2.9,1.8
ALASKA VOCATIONAL TECHNICAL CENTER,AK,3,1,9.8,24.3,7.2
PACIFIC STATES UNIVERSITY,CA,8,2,0,0,11.1
STUDIO JEWELERS,NY,2,3,16,14.2,11.9
TEXAS A & M UNIVERSITY - TEXARKANA,TX,8,1,10.7,11.4,11.5
UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES,CA,8,3,0.9,0.5,0.9
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GA,7,3,2.1,2.8,1.6
AVIATION INSTITUTE OF MAINTENANCE,IN,11,3,9,21.2,19.1
SAN JUAN BAUTISTA SCHOOL OF  MEDICINE,PR,8,2,1,1.1,2.4
TEXAS HEALTH AND SCIENCE UNIVERSITY,TX,8,3,5.5,1.2,1.1
PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,PA,5,1,8.7,12.5,14.7
PHAGANS' GRANTS PASS COLLEGE OF BEAUTY,OR,4,3,4.2,5.5,6.1
CUNY SCHOOL OF LAW '(THE)',NY,7,1,0,0.9,1.7
MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY,NY,3,2,0,0,""
BOSTON GRADUATE SCHOOL OF PSYCHOANALYSIS,MA,8,2,5.3,7,9.5
NEW YORK INSTITUTE OF MASSAGE,NY,3,3,8,9.7,12.9
VELVATEX COLLEGE OF BEAUTY CULTURE,AR,3,3,21.4,22.2,100
UNIFICATION THEOLOGICAL SEMINARY,NY,8,2,18.5,16.6,3.2
UNIVERSITY OF THE POTOMAC,DC,8,3,11.7,16.1,20.2
"PROFESSIONAL HAIR DESIGN ACADEMY, THE",WI,3,3,3.3,16.5,16.6
NEW PROFESSIONS TECHNICAL INSTITUTE,FL,3,3,16.6,15.3,8
AMERICAN UNIVERSITY OF HEALTH SCIENCES,CA,8,3,1.2,0,0
CHARTER OAK STATE COLLEGE,CT,8,1,3.4,4.1,7.5
MASSACHUSETTS SCHOOL OF LAW AT ANDOVER,MA,8,2,4.5,5.7,5.5
FLORIDA COLLEGE OF INTEGRATIVE MEDICINE,FL,8,3,5.7,6.2,4.6
TONI & GUY HAIRDRESSING ACADEMY,MA,3,3,4.7,2.3,4.7
CAREER NETWORKS INSTITUTE,CA,6,3,2.5,4,3
BOSTON BAPTIST COLLEGE,MA,6,2,1.4,2.3,2.4
CBD COLLEGE,CA,6,2,4.6,1.3,4.5
PAUL MITCHELL THE SCHOOL MEMPHIS,TN,3,3,12.9,14.9,13.6
FLORIDA GULF COAST UNIVERSITY,FL,8,1,4.2,5.3,3.9
"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY",CA,8,1,2.9,5,5.6
SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY,FL,6,2,8.5,6,5.6
BETHESDA UNIVERSITY,CA,8,2,23.6,16.6,8.1
CAPELLA UNIVERSITY,MN,8,3,5.2,6.5,6.8
INSTITUTE OF NATUROPATHIC EDUCATION AND RESEARCH,FC,7,6,7.6,14.2,9
ACADEMY OF HAIR DESIGN,TX,3,3,17.9,17,5.6
PATHWAY VOCATIONAL ACADEMY,TX,3,3,13.7,21.2,6.2
MYOTHERAPY INSTITUTE,NE,5,3,6,11.7,18.1
SEATTLE INSTITUTE OF EAST ASIAN MEDICINE,WA,8,3,0,0,0
NORTHWEST HVAC/R ASSOCIATION & TRAINING,WA,3,2,5.4,22.6,28.2
LIVERPOOL INSTITUTE FOR PERFORMING ARTS (THE),FC,8,5,0,0,0
ACADEMY OF CHINESE CULTURE AND HEALTH SCIENCES,CA,8,2,1.2,2.3,0
STRAND COLLEGE OF HAIR DESIGN,SC,3,3,2.5,2.8,2.8
BLUE CLIFF COLLEGE,LA,5,3,11.9,14.4,13.4
CORTIVA INSTITUTE,MD,2,3,20.6,28.7,21.1
PACIFIC COLLEGE,CA,8,3,8.7,6.4,7.4
"CHARLES UNIVERSITY, FIRST FACULTY OF MEDICINE",FC,7,5,6.6,6.6,6.6
ROCKY MOUNTAIN MONTESSORI TEACHER TRAINING PROGRAM,CO,3,2,3.1,4.4,1.5
FINE MORTUARY COLLEGE,MA,5,3,13.4,10.2,13.8
CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,OH,4,3,4.2,5.9,5.6
CENTRAL CAREER SCHOOL,NJ,3,3,13.6,11.7,13
HAIR ACADEMY II,MD,3,3,1.1,2,2.4
"ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY",CA,8,2,4.8,9,2.9
JOHN CABOT UNIVERSITY,FC,8,6,7.1,6.6,6.5
SOUTHERN CALIFORNIA SEMINARY,CA,8,2,9.8,5.7,6.4
KWANTLEN POLYTECHNIC UNIVERSITY,FC,6,5,0,0,0
DELTA COLLEGE,LA,4,3,10.7,18.5,16.7
MEDICAL UNIVERSITY OF LUBLIN,FC,7,5,2.7,5.5,6.3
UNIVERSIDAD CATóLICA NORDESTANA,FC,8,6,19.4,12.7,10
BURMAN UNIVERSITY,FC,6,6,6.6,4.7,7.1
CENTURY COLLEGE,PR,3,3,50,"",100
WESTERN GOVERNORS UNIVERSITY,UT,8,2,3,4.1,4.2
GLASGOW CALEDONIAN UNIVERSITY,FC,8,5,2.7,3.4,0
ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,FL,5,2,2.3,5.3,2.1
INTERNATIONAL BAPTIST COLLEGE AND SEMINARY,AZ,8,2,4.3,4.1,6.8
REDEEMER UNIVERSITY COLLEGE,FC,6,6,15.3,10,0
"QUEEN MARGARET UNIVERSITY, EDINBURGH",FC,8,5,0,0,0
BOURNEMOUTH UNIVERSITY,FC,8,5,4.7,0,2.7
LONDON SOUTH BANK UNIVERSITY,FC,8,5,0,0,0
RICHMONT GRADUATE UNIVERSITY,TN,8,2,1.4,4.1,1.7
MEDICAL TRAINING COLLEGE,LA,3,3,10.3,22.5,12.2
ALLEN SCHOOL,NY,3,3,13.7,17.8,18
GWINNETT COLLEGE,NC,3,3,10.9,14,10.5
FORTIS COLLEGE,AL,5,3,21.1,25.8,22.3
PROFESSIONAL GOLFERS CAREER COLLEGE,CA,5,3,11.5,13.1,6.9
COMMUNITY CARE COLLEGE,OK,5,3,0.3,2.6,2.7
MIDWEST TECHNICAL INSTITUTE,IL,4,3,13.3,16,19.5
TONI&GUY HAIRDRESSING ACADEMY I TIGI CREATIVE SCHOOL,TX,3,3,6.9,8.4,6.9
NORTHWEST VISTA COLLEGE,TX,5,1,9.3,10.7,10.3
BEACON COLLEGE,FL,6,2,11.3,20.4,6.6
QUEST COLLEGE,TX,5,3,5.2,6.3,6.4
EPIC BIBLE COLLEGE,CA,8,2,9.2,20.5,18.4
CHESTER CAREER COLLEGE,VA,5,3,10,21.4,24
BENNETT CAREER INSTITUTE,DC,3,3,39.7,39.7,40.4
INTERNATIONAL TRAINING CAREERS,FL,3,2,9.9,11.3,6.3
ACUPUNCTURE AND MASSAGE COLLEGE,FL,8,3,10.1,13.6,1.3
GWINNETT COLLEGE-SANDY SPRINGS,GA,5,3,3.6,11.8,11.2
EDINBURGH NAPIER UNIVERSITY,FC,8,5,2.9,2.5,2.8
NORTHEASTERN SEMINARY,NY,8,2,9.6,10.8,12
HOLLAND COLLEGE,FC,11,5,58.8,38.8,26.6
MILAN INSTITUTE,TX,3,3,10.1,16.5,17
COLLEGE OF BIBLICAL STUDIES-HOUSTON,TX,6,2,13.7,13.2,9.8
NEW COMMUNITY CAREER AND TECHNICAL INSTITUTE,NJ,3,2,27.9,33.3,""
ROSEDALE BIBLE COLLEGE,OH,5,2,7.1,7.1,3
COLLEGE OF HEALTH CARE PROFESSIONS (THE),TX,5,3,12.9,14.2,16.1
UNIVERSITY OF ANTELOPE VALLEY,CA,8,3,2.5,3.2,1.1
KLAMATH COMMUNITY COLLEGE,OR,5,1,15.8,17.9,20.1
ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,FL,8,2,4.8,6.1,1.8
EAST WEST COLLEGE OF NATURAL MEDICINE,FL,8,3,5.4,7.8,3.4
NEW CONCEPT MASSAGE & BEAUTY SCHOOL,FL,3,3,7.3,12.5,5.7
LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING (THE),NY,2,3,7.1,20.9,24.6
FORTIS COLLEGE,FL,5,3,12.4,13.4,5.6
ANGLIA  RUSKIN UNIVERSITY,FC,8,5,0,0,0
UPPER VALLEY EDUCATORS INSTITUTE,NH,3,2,0,0,0
BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES,TN,8,2,5.3,4,4.3
MARIAN HEALTH CAREERS CENTER,CA,3,3,7.2,1.9,14.7
IOWA SCHOOL OF BEAUTY,IA,4,3,4.8,5.5,4.5
NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE,NY,8,2,0,2.8,4.2
HDS TRUCK DRIVING INSTITUTE,AZ,2,3,16.8,21.2,13
SHAWNEE BEAUTY COLLEGE,OK,3,3,10,28.5,42.8
KATHOLISCHE HOCHSCHULE ITI,FC,8,6,0,0,0
CAREERS UNLIMITED,UT,6,3,0,0,0
SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOGY (THE),WA,8,2,3.8,1.2,2.1
MDT COLLEGE OF HEALTH SCIENCES,IL,3,3,10.8,17.4,19.3
UNIVERSITY OF THE ARTS LONDON,FC,8,5,4.7,4.3,4.6
TRI-STATE BIBLE COLLEGE,OH,8,2,5.7,12.5,17.5
ROYAL WELSH COLLEGE OF MUSIC AND DRAMA,FC,8,5,5.4,7.4,9.6
PHOENIX SEMINARY,AZ,8,2,2.7,2.4,5.6
PCI COLLEGE,CA,6,3,1.8,6.8,9.6
FORTIS COLLEGE,LA,5,3,16.3,14.7,14.5
